식별자	일자	언론사	제목	본문
01500601.20190418063019001	20190418	매일신문	[사설] 총선 260석 목표라는 이해찬 민주당 대표 오만하다	"이해찬 더불어민주당 대표가 내년 총선 '260석 목표론'을 들고나왔다. 이 대표는 원외 지역위원장 총회에서 ""내년 총선에서 240석을 목표로 준비하겠다. 비례대표까지 합치면 260석쯤 될 것""이라고 했다. 민생 법안 처리를 위해 소집된 4월 임시국회가 여야 대치로 공전하는 상황에서 나온 이 대표 발언은 매우 부적절하다. 
 
 원외 지역위원장들을 독려하.."
01100611.20190418034310002	20190418	서울신문	[사설] 청와대 독주에 민주당이라도 국민 눈높이 살펴라	문재인 대통령이 거액의 주식 투자 논란에 휩싸인 이미선 헌법재판관 후보자 임명을 강행할 것으로 보인다. 야당 반대로 이 후보자에 대한 국회 인사청문회 보고서가 채택되지 않자 그제 중앙아시아 순방에 나서면서 대통령은 보고서 재송부를 요청했다. 오늘까지 회신해 달라는 주문까지 했다는 것은 보고서가 오지 않더라도 다음날 임명을 강행하겠다는 의지를 재확인한 메..
01600501.20190417003044001	20190417	무등일보	사설(하) 민주당 일색인 지방의회 부작용 적지않다	"지난해 출범한 지방의회가 집행부 견제 약화, 의정활동에서의 경쟁 실종 등 부작용을 드러내고 있다는 지적이다. 지방의회 의원 대부분이 더불어민주당 소속인 상황에서 예견됐던 바지만 씁쓸하기 짝이 없다. 
광주시의회와 5개 구의회에 따르면 지난해 제8대 의회가 출범한 이후 올 3월말까지 의원 발의 조례 건수는 172건이다. 이 가운데 공동발의 건수는 116건.."
01100901.20190417002642001	20190417	중앙일보	"[사설] 벌써 1년 뒤 총선 채비 민주당, 민생살리기에 전념하라"	"청와대 조국 민정수석의 총선 차출설, 윤영찬 전 국민소통 수석의 성남 중원 출사표, 그리고 대통령 최측근 양정철씨의 민주연구원장 영입 더불어민주당에선 하루가 멀다하고 2020년 총선(4월15일)을 노린 시나리오들이 쏟아져 나오고 있다. 총선을 아직 1년이나 남겨두고 있는데도 벌써 총선 채비에 들어간 모습이다. 
 
 정치가 선거라는 블랙홀에 빠지면 효.."
01500601.20190411063104001	20190411	매일신문	"[사설] 기업은행 유치, 대구시는 전략 잘 짜고 민주당은 힘 보태야"	"수도권 공공기관 2차 지방 이전이 추진되는 가운데 대구시가 IBK기업은행을 1순위 유치 기관으로 희망했다. 더불어민주당 대구시당은 동구 혁신도시 내 한국감정원에서 열린 예산정책 간담회에서 기업은행 대구 이전을 제안했다. 대구시와 민주당 대구시당이 사전 협의를 통해 기업은행 대구 유치를 제안한 것이다. 
 
 1차 공공기관 이전 때 한국가스공사가 깃대 역.."
01100801.20190404032116001	20190404	조선일보	"[사설] 민주당, 한 곳도 당선 못한 이유 아는가"	경남 지역의 2곳에서 치러진 국회의원 보궐선거에서 자유한국당과 정의당 한 곳씩 승리했다. 집권 여당인 민주당은 한 군데에 후보를 내고 다른 곳에는 정의당과의 후보 단일화를 통해 선거에 임했지만 어느 곳에서도 승리하지 못했다. 경남 창원 성산에서 민주당이 정의당에 후보를 양보한 것은 당선 가능성이 없기 때문이었다. 경남 통영 고성은 문재인 대통령의 출신 ..
01100901.20190401000641002	20190401	중앙일보	"[사설] 민주당, 고장난 민정 대신 청와대에 현장 민심 전달해야"	"지난 주말 발표된 한국갤럽의 여론조사 결과 문재인 대통령(43%)과 더불어민주당(35%) 지지율이 동반 하락해 집권(2017년 5월) 이후 최저 수준을 보였다. 특히 문 대통령에 대한 부정 평가는 2%포인트 상승한 46%였다. 반면에 자유한국당 지지율은 1%포인트 상승한 22%를 기록했다. 박근혜 전 대통령 탄핵 이후 최고치다. 
 
 수치상으로만 보면.."
01500801.20190321083236002	20190321	영남일보	"[사설] 검은 머리 기자의 매국행위 논평, 뒤늦게 사과한 민주당"	"나경원 자유한국당 원내대표의 연설에서 촉발된 블룸버그 통신의 이른바 ‘문재인 대통령은 김정은 수석 대변인’ 보도에 대한 논평과 관련, 민주당이 공식 사과했다. 민주당 이해식 대변인은 지난 18일 밤 서면브리핑을 통해 “기사를 평가하면서 ‘매국에 가까운 내용’이라는 표현을 동원한 것이 적절한 것이었는지에 대해선 반성의 여지가 있다고 본다”고 말했다. 이어.."
02100701.20190318110047001	20190318	헤럴드경제	[사설] 외신기자 실명 비난하다 역풍 맞은 민주당	‘문재인 대통령은 김정은의 수석 대변인’이라고 표현한 미국 블룸버그통신에 대한 더불어민주당의 비난 논평이 되레 거센 역풍을 맞고 있다. 서울외신기자클럽이 “언론 자유에 찬물을 끼얹는 일”이라고 받아치는 성명을 낸 것이다. 외신기자클럽은 세계 100여 곳 언론사 소속 기자 500여명으로 구성돼 있다. 이들이 공개적으로 민주당의 논평을 반박하고 철회까지 요..
01500601.20190317063122001	20190317	매일신문	"[사설] 민주당의 미 블룸버그 기자 실명 비난, 언론자유 부정이다"	"더불어민주당이 논평을 통해 미국 블룸버그 통신 기자를 원색적으로 비난하자 서울외신기자클럽이 ""기자 개인의 신변에 위협이 된다""며 해당 논평을 즉시 철회할 것을 요구했다. 서울외신기자클럽 이사회는 16일 성명서에서 ""기사와 관련된 의문이나 불만은 언론사에 공식적인 절차를 통해 제기해야 하고 결코 한 개인을 공개적으로 겨냥해서는 안 된다""며 이같이 밝혔다..."
01500601.20190314063101002	20190314	매일신문	"[사설] 민주당, 부산에서 신공항 건설이라니 지역 갈등 부추기나"	"더불어민주당 지도부가 영남권 신공항과 관련해 부산에서 해괴한 발언을 쏟아냈다고 하니 고개를 갸우뚱하게 한다. 이해찬 대표, 설훈 최고위원 등은 가덕도 신공항 건설을 시사하는 듯한 발언을 한 데 이어 적극 지원하겠다는 약속까지 했다. 이 말대로 진행될 경우 대구경북과 부산의 해묵은 갈등이 재연될 수밖에 없어 여당 지도부가 지역 갈등 및 대립을 부추긴다는 .."
01101101.20190314050540001	20190314	한국일보	[사설] 나경원 사과와 민주당 자제로 경색 정국 풀어라	자유한국당 나경원 원내대표의 연설 발언을 둘러싸고 정국이 급속히 얼어붙고 있다. 나 원내대표는 12일 “대한민국 대통령이 김정은 수석대변인” “국민 머릿속까지 통제하는 문브라더” 등 품격 잃은 독설을 쏟아냈다. 더불어민주당은 13일 나 대표를 국회 윤리위원회에 제소했다. 이에 한국당도 의원총회를 열어 민주당을 향해 “좌파 전체주의”라고 비난하면서 민주당..
01500701.20190313191622001	20190313	부산일보	[사설] 민주당 “동남권 관문공항 적극 지원” 약속 지켜야 한다	"더불어민주당 지도부가 13일 동남권 관문공항 건설을 당 차원에서 적극 지원하겠다고 약속했다. 부산시와의 예산정책협의회를 위해 부산을 방문한 이해찬 대표를 비롯한 민주당 지도부는 ‘동남권 관문공항’의 필요성을 강조하면서 “김해공항 확장안의 국무총리실 이관 재검토와 후속 조치의 속도감 있는 추진 지원” 의사도 밝혔다. 
 
 부산 시민이 요구하는 ‘24시간.."
01101101.20190226050607001	20190226	한국일보	[사설] 20대 지지 급락 “보수정부 교육 탓”이라는 민주당 의원들의 오만	더불어민주당 설훈 의원 등이 최근 문재인 대통령에 대한 20대 청년층의 지지율 급락 원인으로 학교교육 부실을 거론해 물의를 빚자 결국 당 지도부가 사과했다. 발언 의원들의 해명과 사과에도 비판이 거세자 당 지도부가 나선 것이다. 그러나 문재인 정부 출범 초기 90%에 근접하던 20대 지지율이 반토막 난 원인을 과거 보수정부의 교육정책 탓으로 돌린 인식 ..
01500601.20190225063043002	20190225	매일신문	[사설] 동장 폭행에 20대 비하 이런 민주당 지지할 국민 있을까	더불어민주당 소속 서울 강북구의회 40대 구의원이 나이가 스무 살 가까이 많은 동장(洞長)을 폭행해 입건됐다. 해당 구의원은 식당에서 동장과 함께 저녁 식사를 하고 나온 뒤 언쟁을 하다 손과 발로 수차례 때린 혐의를 받고 있다. 동장은 눈 위가 찢어지는 등 상처를 입었다. 구의원은 동장의 호적상 나이가 실제보다 한 살 적은 것을 거론하며 '빨리 퇴직하라..
01101001.20190225185821001	20190225	한겨레	"[사설] 20대 지지율 하락, 민주당 스스로를 먼저 돌아봐야"	"더불어민주당 의원들이 문재인 정부에 대한 20대의 지지율 하락 원인을 지난 보수 정부에서 교육을 잘못 받은 탓으로 돌리는 듯한 발언을 계속해 논란에 휩싸였다. 집권여당이 높은 실업률 등으로 좌절하는 젊은 세대의 아픔을 감싸안지는 못할망정 이들의 보수화를 비난하는 건, 정치적으로 무책임할 뿐 아니라 무능을 자인하는 것과 다를 게 없다.

 홍영표 민주당 .."
01500601.20190224063107002	20190224	매일신문	"[사설] 하나 마나 한 민주당 'TK특위', 부산경남에 좀 배워라"	"더불어민주당이 대구경북 공략을 위해 구성한 '대구경북발전협의회'(TK특위)가 '있으나 마나 한 특위'라는 비판을 받고 있다. 22일 대구에서 열린 TK특위는 지역 현안을 정부에 전달하거나 지역 민심을 대변하기는커녕, 형식적인 회의로 일관하다 끝났다. 아무리 행동보다는 구호가 앞서는 정치판이라고 해도, 그 정도가 지나치면 욕을 먹을 수밖에 없다. 
 
 .."
01100801.20190222032008001	20190222	조선일보	"[사설] 민생 파탄 내고 ""정권 재창출 天命, 민주당 시대 100년""이라니"	"민주당 이해찬 대표가 21일 당 행사에서 ""이 시대의 천명(天命)은 정권 재창출""이라며 ""내년 총선에서 압승을 거두고 그것을 기반으로 2022년 대통령 선거에서 재집권함으로써 앞으로 한반도의 평화를 가져오는 100년을 전개할 것""이라고 말했다. 이 대표는 작년 20년 집권론을 처음 주장하더니 이어 ""앞으로 민주당이 대통령 열 분은 더 당선시켜야 한다""며.."
01100201.20190220040419002	20190220	국민일보	[사설] 민주당은 ‘김경수 재판’을 정치에 이용하지 말라	더불어민주당이 19일 국회에서 로스쿨 교수와 변호사 등 외부 전문가를 내세워 김경수 경남지사의 실형 선고와 법정 구속을 비판하는 기자간담회를 가졌다. 이어 저녁에는 대국민 토크쇼까지 개최했다. 정당이 주최해 공식적으로 재판부의 판결 내용을 부정하는 행사를 가진 건 대단히 이례적이다. 결론부터 말하자면 이는 지극히 정치적인 의도를 가진 행사로 민주주의의 ..
01100801.20190220031946001	20190220	조선일보	"[사설] 민주당 '김경수 판결 불복' 회견, 이성을 잃었다"	민주당이 19일 기자간담회를 열어 김경수 경남지사 1심 판결문 분석 결과를 내놨다. 당 유튜브 채널로 생중계도 했다. 판결에 대한 문제 제기는 가급적 재판 당사자가 공개된 법정에서 하는 것이 옳지만 다른 사람들도 자유롭게 할 수 있다. 다만 어떤 경우든 증거와 법률을 토대로 법리에 대한 의견을 제시하는 것이어야 한다. 이날 민주당의 김경수 판결 반대 회..
01500601.20190219063032001	20190219	매일신문	[사설] 경남엔 돈 보따리 풀면서 경북 현안엔 등 돌린 민주당	"더불어민주당이 경남 창원 경남도청에서 예산정책협의회를 열고 각종 보따리를 풀었다. 서부경남KTX 조기 착공과 스마트산업단지 조성 등 경남 숙원 사업에 대한 예산 정책 지원을 약속했다. 경남의 올해 5조4천90억원 국비 확보에도 최선을 다하겠다고 했다. 
 
 민주당 지도부가 통상 9월 정기국회 직전 열던 예산정책협의회를 2월로 앞당기고, 첫 회의를 경남.."
01100101.20190219201806001	20190219	경향신문	"[사설]민주당의 도 넘은 반(反)법치 행태, 집권여당 맞나"	더불어민주당이 19일 국회에서 김경수 경남지사에게 실형을 선고한 1심 판결문 분석 결과를 발표하고 재판부를 비판했다. 율사 출신 의원들이 주축이 된 민주당 ‘사법농단세력 및 적폐청산대책 특위’는 이날 외부 전문가가 발제하는 방식으로 “(1심 재판부가) 드루킹의 신빙성 없는 진술에만 의존했다” “직접 증거가 없다”며 판결문을 조목조목 반박했다. “형사소송..
02100701.20190219112131002	20190219	헤럴드경제	[사설] 재정풀어 ‘김경수’ 구하겠다는 민주당 발상 옳지않다	김경수 경남지사를 구하기 위한 더불어민주당의 행보가 도를 넘은 듯하다. 민주당 지도부는 18일 경남지역에 총출동해 김 지사 구속에 따른 도정 공백 부각에 적극 나섰다. 그런가 하면 다른 광역단체와의 형평성 문제 가 제기될 정도의 대규모 선심성 예산 지원을 약속을 쏟아냈다. 나아가 김 지사 구속 부당성을 강조하며 사법부 독립을 저해하는 상황까지 벌어졌다...
01100801.20190219031950001	20190219	조선일보	[사설] 수조원 국민 세금 갖고 '김경수 구하기' 나선 민주당	"민주당이 18일 경남도청에서 가진 지역별 첫 예산정책협의회는 드루킹 대선 여론 조작 공모 혐의로 1심 유죄 판결을 받은 김경수 경남지사의 구명 활동을 위한 자리였다. 민주당 관계자들이 그게 목적이라고 숨김 없이 밝혔다. 이해찬 대표는 ""예산정책협의회 첫 회의를 경남으로 잡은 것은 김 지사가 옥중에서 경남도정 공백을 우려한다는 것을 듣고 우리 당이 행정을.."
01500601.20190206063101003	20190206	매일신문	"[사설] 민주당, 김경수 비호하려고 설 민심까지 왜곡해서야"	"더불어민주당 윤호중 사무총장은 6일 ""법정 구속된 김경수 경남지사 판결에 대해 비판 여론이 아주 높았다""고 했다. 윤 사무총장의 발언은 국회에서 설 명절 민심을 전달하는 기자간담회 자리에서 나왔다. 집권당의 사무총장이란 분이 도대체 설 민심을 어디에서 청취했기에 사실과 다른 얘기를 버젓이 하고 있는지 모르겠다. 
 
 윤 사무총장은 '김 지사 판결은 사.."
01100201.20190201040235001	20190201	국민일보	"[사설] 민주당, 사법 불신 키우는 ‘재판 불복’ 당장 중단하라"	드루킹 댓글 조작 사건과 관련해 실형을 선고받고 법정 구속된 김경수 경남지사에 대한 1심 판결을 놓고 더불어민주당이 격앙된 반응을 여과 없이 쏟아내고 있다. 홍영표 원내대표는 31일 당 공식 회의에서 “사법농단 실체가 드러나자 여전히 사법부 요직을 장악하고 있는 양승태 적폐 사단이 조직적 저항을 벌이고 있다” “불순한 동기와 정치적 이익을 위해 이 정부..
01100611.20190201034231001	20190201	서울신문	"[사설] 민주당, 불복 공세 접고 국정 운영 중심 잡아야"	"김경수 경남지사가 지난 대선 당시 ‘드루킹’ 일당과 공모해 포털사이트 댓글 조작 혐의로 그제 1심에서 2년 실형을 선고받고 법정구속되면서 후폭풍이 거세다. 더불어민주당은 “사법 적폐 세력의 보복”이라고 판결 불복에 나서며 여론몰이에 나섰고, 자유한국당은 “대선의 정당성”을 문제 삼으며 대선 불복 프레임을 부추기는 모양새다. 국민도 인터넷상에서 양쪽으로 .."
07101201.20190201002357001	20190201	디지털타임스	"[사설] 김경수 판결 비난 민주당, 公黨 품격 지키라"	"민주당이 드루킹 댓글조작 혐의로 김경수 경남지사에게 실형을 선고한 판사를 연이틀 강도높게 비난했다. 홍영표 민주당 원내대표는 31일 ""사법농단의 실체가 드러나자 여전히 사법부의 요직을 장악하고 있는 양승태 적폐사단이 조직적으로 저항하고 있다""고 말했다. 김경수 경남지사에게 실형을 선고한 성창호 서울중앙지법 부장판사가 양승태 전 대법원장의 비서실에서 근무.."
01100901.20190201000936002	20190201	중앙일보	[사설] ‘적폐 판사의 보복’이라는 민주당 재판 불복 선동 멈춰야	홍영표 더불어민주당 원내대표가 “사법부 요직을 장악하고 있는 양승태 적폐 사단이 조직적으로 저항하고 있다”고 말했다. 김경수 경남도지사 재판에서 유죄 선고를 하고 그를 법정에서 구속한 재판부를 겨냥한 발언이었다. 민주당은 판결이 나오자 곧바로 ‘사법 농단 세력 및 적폐 청산 대책위원회’라는 조직을 만들었다. 위원장 역할을 맡은 박주민 의원은 ‘법원에 남..
02100101.20190201000153001	20190201	매일경제	[사설] 김경수 유죄 판결에 법관 탄핵 운운하는 민주당	김경수 경남도지사가 지난 30일 드루킹 댓글조작 공범 혐의로 실형을 받고 법정구속된 뒤 보인 더불어민주당의 반응에는 삼권분립을 명백하게 훼손하는 행태가 섞여 있다. 민주당은 김 지사 1심 판결을 양승태 전 대법원장 세력의 보복성 재판이라고 규정하며 강경 대응을 천명했다. 홍익표 수석대변인과 박주민 최고위원이 나서 사법 농단 연루 법관에 대한 탄핵을 추진..
01200201.20190201214403002	20190201	경인일보	"[사설]민주당의 '보복재판' 주장, 너무 지나치다"	더불어민주당이 '드루킹' 댓글순위 조작사건으로 기소된 김경수 경남지사의 1심 징역형 선고를 전면 부정하며 재판장 탄핵 추진의사를 밝혔다. 김 지사에게 2년 징역형과 법정구속을 선고한 30일 재판 결과가 일반적 예상을 뛰어넘은 것은 사실이고 집권여당인 민주당이 받았을 정치적 충격도 충분히 이해할 수 있다. 그러나 사태가 충격적이라고 반응이 감정적이라면 국..
01100701.20190131222441001	20190131	세계일보	[사설] 민주당 ‘김경수 판결’ 불복은 삼권분립에 대한 도전이다	김경수 경남지사가 그제 유죄 판결을 받고 법정 구속된 것과 관련해 더불어민주당이 “사법농단 세력의 보복”이라며 격렬히 반발하고 있다. 김 지사가 판결 직후 “재판장이 양승태 전 대법원장과 특수관계인 것이 이번 재판에 영향이 있지 않을까 하는 우려가 현실로 드러났다”고 밝힌 데 이어 홍영표 민주당 원내대표는 어제 “양승태 적폐 사단이 조직적으로 저항하고 ..
01101001.20190131184849001	20190131	한겨레	[사설] ‘김 지사 판결’ 판사 탄핵까지 거론하는 민주당	"더불어민주당이 31일 드루킹과 댓글 조작을 공모했다는 혐의로 김경수 경남지사가 법정구속된 것을 두고, ‘사법농단 적폐세력의 조직적 반격’으로 규정하고 전면전을 선언했다. 재판장인 성창호 부장판사에 대한 탄핵 추진얘기까지 나온다. 판결을 두고 논란을 벌일 수는 있지만, 시민단체도 아닌 집권여당이 재판을 담당한 판사를 탄핵하겠다고 벼르는 건 지나치다.

 .."
01100101.20190130204315001	20190130	경향신문	"[사설]김경수 1심 유죄, 청와대와 민주당은 답해야 한다"	2017년 대통령 선거에서 ‘드루킹’ 일당과 공모해 포털사이트 댓글을 조작한 혐의로 기소된 김경수 경남지사가 1심에서 실형을 선고받고 법정구속됐다. 서울중앙지법 형사합의32부는 30일 김 지사가 드루킹 일당으로부터 댓글조작을 수동적으로 보고받은 데서 나아가 작업할 기사 목록 등을 주고받으며 지배적으로 관여했다고 판단했다. 함께 기소된 드루킹 일당도 줄줄..
01100101.20190122203221003	20190122	경향신문	[사설]민주당 협상안은 마련했지만 겉도는 선거제 개혁	"여야 5당은 지난달 15일 ‘연동형 비례대표제를 도입하는 선거제도 개혁 법안을 1월 임시국회에서 처리한다’고 합의했다. 여야 합의에 따라 국회 정치개혁특위 활동 기간을 연장해 선거제 논의를 해왔지만, 지지부진을 면치 못했다. 현행 승자독식의 선거제 아래서 실력보다 더 많은 의석을 차지해온 더불어민주당과 자유한국당, 거대 양당이 정파적 유불리에 매몰되어 .."
01100201.20190122040136001	20190122	국민일보	[사설] 민주당 태도가 문제다	더불어민주당 손혜원 의원과 서영교 의원의 의혹도 의혹이지만 민주당의 태도에 문제가 많다. 부동산 투기 의혹으로 탈당하는 초선 의원의 기자회견에 홍영표 원내대표가 나와 들러리를 섰다. “청와대와 가까운 인사(손 의원)에 붙어 아부하고 있다”(정동영 민주평화당 대표)거나 “원내대표가 호위무사처럼 나선 그 한 장면으로도 이 나라 권력이 어디에 있는지를 명확히..
01100611.20190122034207001	20190122	서울신문	"[사설] 제 눈에 들보 못 보는 민주당, 균형감각 찾아야"	"손혜원 더불어민주당 의원이 탈당을 선언했는데도 ‘목포 손혜원 타운’ 논란은 갈수록 덩치가 커지고만 있다. 손 의원은 의혹을 보도한 언론사들을 명예훼손으로 고소하기로 했고, 그에 앞서 시민단체들은 직권남용 등으로 그를 고발했다. 진실 규명 작업이 검찰로 넘어갔는데도 되레 논란의 판이 커지는 이유가 있다. 거침없는 손 의원의 태도도 그렇거니와 더 문제는 상.."
01100501.20190121115003001	20190121	문화일보	<사설>납득 어려운 민주당 ‘손혜원 비호’ 진짜 이유 궁금하다	"‘손혜원 타운’을 둘러싼 논란 자체와는 별개로, 이에 대처하는 집권당과 손 의원의 행태도 미스터리투성이다. 민심을 중요시해야 하는 정치의 관점에서도, 국회의원이라는 고위 공직자의 공인(公人) 의식 측면에서도 상식과 국민 눈높이에서 한참 동떨어져 있기 때문이다. 흔히 있던 권력자 연루 스캔들이나 게이트와 달리 손 의원을 둘러싼 의혹의 사실관계는 이미 상당.."
01100101.20190120202340001	20190120	경향신문	"[사설]민주당 탈당한 손혜원 관련 의혹, 이제는 수사로 규명해야"	"목포 문화재거리 부동산 무더기 매입으로 투기 의혹 및 도덕성 논란에 휩싸인 손혜원 의원이 20일 더불어민주당 탈당을 선언했다. 국회 문화체육관광위에서도 “떠나 있겠다”고 밝혔다. 아울러 투기 의혹을 보도한 SBS 등 언론사를 허위사실 유포 명예훼손 으로 고소하고, 검찰 수사에서 의혹이 사실로 밝혀지면 국회의원직도 사퇴하겠다고 배수진을 쳤다. 앞서 민주당.."
01101101.20190119050334001	20190119	한국일보	"[사설] 민주당도 손든 ‘손혜원 의혹 시리즈’, 끝은 어디인가"	"더불어민주당이 목포 문화재거리 투기 의혹에 휩싸인 손혜원 의원의 해명을 그대로 수용했다가 ‘제 식구 감싸기’라는 비판과 함께 추가 의혹이 잇달아 제기되는 등 후폭풍이 거세다. 자유한국당 등 야당이 손 의원의 청와대 배경을 거론하며 권력형 비리로 몰아가자 청와대와 민주당이 거세게 반박해 정치공방도 가열되고 있다. 손 의원도 자신의 결백에 의원직과 재산, .."
01101001.20190118182804001	20190118	한겨레	"[사설] 민주당, 논란 의원 ‘솜방망이’ 대응으로 일관할 건가"	"더불어민주당이 17일, 재판에 압력을 넣었다는 의혹이 불거진 서영교 의원과 목포 문화재거리 논란에 휩싸인 손혜원 의원을 징계하지 않기로 했다. 당사자들이 결백을 주장한다는 이유로 서 의원은 당직 및 상임위원직 자진 사퇴로 끝냈고, 손 의원에 대해선 아무런 조처를 하지 않았다. 너무 가벼운 솜방망이 대응이다. 민주당이 이러고도 ‘사법개혁’과 ‘혁신’을 외.."
01101101.20190117050630002	20190117	한국일보	"[사설] 잇단 설화 손혜원의 투기 의혹, 민주당 가벼이 넘기지 말라"	"손혜원 더불어민주당 의원이 전남 목포시 구도심 일대가 문화재거리로 지정되기 전, 가족과 지인 명의로 이 지역 건물 9채를 사들인 것으로 밝혀져 부동산 투기 논란에 휩싸였다. 국회문화체육관광위원회 민주당 간사인 손 의원이 소관 부처인 문화재청 등의 정보를 미리 알고 개발이익을 노려 문제의 건물을 대거 매입했다는 의혹이 제기된 것이다. 본인은 펄쩍 뛰며 부.."
