식별자	일자	언론사	제목	본문
01100611.20190603034306002	20190603	서울신문	"[사설] 한국당은 대국민 사죄하고, 여당은 정치력 발휘할 때다"	정용기 자유한국당 정책위원회 의장이 문재인 대통령을 향해 도를 넘는 막말을 해 파문이 일고 있다. 정 의장은 지난달 31일 북한이 하노이 북미 정상회담 책임자들을 숙청했다는 일부 언론 보도를 근거로 “나라를 이끌려면 신상필벌을 해야 한다. 어떤 면에선 김정은 위원장이 문재인 대통령보다 낫다”고 말했다. 아무리 야당 국회의원이라고 해도 정치인으로서 해야 ..
01500601.20190602063114002	20190602	매일신문	"[사설] 한국당, 막말로 대응해서야 대안 세력 될 수 있나"	"자유한국당의 원내대표, 정책위의장, 대변인이 돌아가며 막말을 하거나 저급한 언어를 쏟아내고 있다. 청와대 여당을 공격하더라도 품격 있는 말로도 얼마든지 가능한데도, 논란을 불러올 언어 구사력을 보이고 있으니 한심스럽다. 한국당이 이런 행태로 어떻게 건강한 대안 세력이 될 수 있을지 의심스럽다. 
 
 정용기 정책위의장이 지난달 31일 국회의원 당협위원장.."
01100101.20190602202921001	20190602	경향신문	"[사설]‘헝가리 참사’까지, 끝없는 한국당 막말 퍼레이드"	민경욱 자유한국당 대변인이 헝가리 다뉴브강에서 발생한 유람선 참사와 관련해 “골든타임은 기껏해야 3분”이란 글을 페이스북에 올렸다. 파문이 일자 그는 “중요한 건 속도라는 대통령의 말은 도대체 누가 코치를 한 말인가”라는 글을 덧붙였다. 그의 글은 헝가리 사고현장으로 구조대를 급파하며 ‘신속 대응’을 주문한 문재인 대통령을 비판한 것으로 보인다. 실종자..
01100801.20190601031524001	20190601	조선일보	[사설] 끝이 없는 한국당 의원들의 설화	"한국당 정용기 정책위의장이 ""김정은 북한 국무위원장의 야만성에는 몸서리가 쳐지지만, 그런 야만성 불법성 비인간성을 뺀다면 문재인 대통령보다 지도자로서 더 나은 면도 있는 것 같다""고 했다. 정 의장은 국회의원 당협위원장들이 모인 연석회의 자리에서 북한 김혁철 등의 처형설을 거론하며 ""지도자로서 조직과 국가를 이끌어 가려면 신상필벌을 해야 하는데 문 대통.."
01100611.20190531034352001	20190531	서울신문	"[사설] 기밀 누설 외교관 파면, 한국당도 결자해지해야"	외교부가 어제 징계위원회를 열어 3급 기밀인 한미 정상 간 통화 내용을 자유한국당 강효상 의원에게 유출한 주미 한국대사관 소속 참사관 K씨에 대해 파면을 결정했다. 국가공무원법상 최고 수위 징계다. 외교 공무원으로서 비밀엄수 의무를 어기고 국가 간 외교적 신뢰를 깨트린 행위를 일벌백계하는 것은 조직 기강을 다잡는 차원에서 꼭 필요한 일이다. 그런 점에서..
01200101.20190531220432002	20190531	경기일보	"[사설] 시장職 던지고 총선 출마 생각도 말아야 / 민주 '감점 25%'로 막았는데, 한국당은"	"더불어민주당이 총선 공천룰을 사실상 확정했다. 룰의 핵심은 상황별 가점 또는 감점 비율이다. 박빙의 경선에서 가감점이 차지하는 비중은 막중하다. 여성 후보자에게는 최고 25%의 가점을 주기로 했다. 청년과 장애인 후보자에 대해서도 각각 10~20%, 10~25%의 가점을 적용키로 했다. 정치 신인에 대한 가산점도 10~20%로 정했다. 반면, 경선 불복.."
01101101.20190529050612001	20190529	한국일보	"[사설] 한국당, 진정 민생 위한다면 조건 없이 국회 정상화 나서라"	"강효상 자유한국당 의원의 한미 정상 간 통화내용 유출에다 서훈 국가정보원장과 양정철 민주연구원장의 만찬 회동 논란으로 여야 대립이 격화하고 있다. 더불어민주당과 외교부는 28일 긴급 회의를 열고 강 의원 문제를 논의했다. 이해찬 대표는 “당리당략을 위해 국가조직을 동원하는 것은 국정농단으로 단호히 조치하겠다”고 밝혔고, 외교부는 강 의원을 고발하기로 했.."
01100611.20190528034400001	20190528	서울신문	"[사설] 한국당, 민심 들었다면 당장 민생국회 복귀하라"	"18일간의 장외투쟁을 마친 황교안 자유한국당 대표는 어제 서울 여의도 당사에서 가진 기자회견에서 “경제정책 대전환을 이루겠다”고 밝혔다. 대표 직속 위원회를 만들어 정부의 실책을 바로잡을 대안을 제시하겠다고 했다. 정책투쟁을 벌여 나가겠다는 선언은 했는데, 조건 없이 국회로 돌아가 급한 민생을 챙기겠다는 말은 없었다. 전국 민생 현장을 제대로 살펴봤다면.."
01100101.20190527205217001	20190527	경향신문	"[사설]한국당, 정녕 ‘민생’이 걱정된다면 국회로 복귀해야"	도통 국회 정상화의 기미가 보이지 않고 있다. 국회 정상화 선결 조건을 둘러싼 여야 갈등에 5월 국회는 소집조차 못한 채 ‘빈손’으로 끝날 판이다. 자유한국당이 지난달 29일 여야 4당의 선거법 개혁입법 패스트트랙(신속처리안건 지정)에 반발해 장외로 나가면서 시작된 ‘식물국회’가 한 달째 이어지고 있다. 당장 재난과 경기 대응을 위한 추가경정예산안은 상..
02100701.20190527111304002	20190527	헤럴드경제	"[사설] 장외투쟁 끝낸 한국당, 국회로 들어와 민생 살피라"	자유한국당이 25일 서울 광화문 집회를 마지막으로 18일간의 장외투쟁을 마무리했다. 황교안 한국당 대표의 ‘민생 대장정’도 함께 끝이 났다. 한국당은 더불어민주당의 주도로 선거제 개편과 검경수사권조정 등을 패스트트랙(신속처리안건)으로 지정한데 반발해 국회를 뛰쳐나와 장외투쟁을 벌여왔다. 황 대표는 “현장은 지옥과 같았고 시민들은 ‘살려 달라’ 절규했다”..
01101101.20190525050519001	20190525	한국일보	[사설] ‘기밀 유출’이 ‘공익 제보’라며 국제 망신만 증폭시키는 한국당	외교 기밀인 한미 정상 간 통화내용을 부적절하게 입수해 공개한 강효상 자유한국당 의원을 둘러싼 논란이 정치공방으로 변질되고 있다. 강 의원은 고교 후배인 주미 한국대사관 외교관에게서 3급 기밀 자료를 취득해 큰 의혹이 있는 양 폭로했다. 한국당은 이 과정이 ‘공익제보에 따른 정당한 의정활동’이라고 주장하지만 강 의원 처사는 보수진영조차 ‘국익을 해치는 ..
01100101.20190523211209001	20190523	경향신문	[사설]정상 간 통화 공개해놓고 알권리라는 한국당의 억지	"강효상 자유한국당 의원이 지난 9일 공개한 문재인 대통령과 도널드 트럼프 미국 대통령 간 통화 내용은 강 의원의 고교 후배인 외교부 직원이 누설한 것으로 밝혀졌다. 청와대 관계자는 23일 “(주미대사관에 근무 중인) 현직 외교관이 대외 공개가 불가한 3급 국가기밀로 분류된 한 미 정상 통화 내용을 유출한 것으로 감찰 결과 확인됐고, 본인도 기밀 누설을 .."
01101001.20190523185835003	20190523	한겨레	"[사설] ‘외교기밀’ 빼내 정치공세 편 한국당, 제정신인가"	"주미 한국대사관 직원이 한-미 정상 간 통화 내용을 강효상 자유한국당 의원에게 유출한 사실이 적발됐다. 정상 간 통화 내용은 외교 안보상 기밀이 포함될 수 있어 ‘3급 비밀’로 관리되고 있다고 한다. 이런 기밀을 현직 외교관이 의도적으로 야당 국회의원에게 흘렸다니, 어처구니가 없다. 기강 해이가 도를 넘었다고밖에 할 수 없다.

 더 심한 건 강효상 의.."
01100611.20190523034428002	20190523	서울신문	"[사설] 한국당, 경제 걱정한다면 여당 사과받고 등원하라"	국회가 한 달 가까이 개점휴업이다. 지난달 29일 더불어민주당 등 여야 4당이 선거제와 개혁법안을 신속처리안건으로 정하자 자유한국당이 이에 반발해 장외투쟁에 나선 탓이다. 최근 여야 3당 원내대표가 국회정상화를 위한 호프미팅를 했으나 진전이 없다. 여야가 민생경제를 걱정한다고 발언하면서 이래서는 안 된다. 경제협력개발기구(OECD)는 지난 3월 한국의 ..
01100101.20190519204131001	20190519	경향신문	"[사설]“반쪽 5 18 기념식”이라는 한국당, 누가 그렇게 만들었나"	"5월17일 토요일

-21시40분: 비상국무회의 비상계엄 전국 확대 의결

-22시00분: 민주인사 학생운동 지도부 등 예비검속

-24시00분: 전국 주요 도시 대학에 계엄군 진주

5월18일 일요일

-09시40분: 계엄군, 전남대 앞에서 학생 등교 저지 

-15시40분: 계엄군, 금남로에서 시위대 강경진압. 흥분한 시민들 학생들에 동조

-19시.."
01100611.20190517185614001	20190517	서울신문	"[사설] 39주년 맞은 5 18, 진상조사위 출범에 한국당 어서 협조하라"	"오늘은 5 18 광주 민주화운동 39주년이다. 1980년 5월 18일 광주시민은 불법으로 정권을 장악한 군부에 맞서 민주주의를 지키려고 한마음으로 연대했고, 그 연대는 수십 년을 이어져 지난 2016년 겨울 ‘촛불혁명’에서 비로소 일단락을 지었다고 볼 수 있다. 5 18민주화운동은 3 1운동과 4 19민주화운동과 함께 시민혁명의 큰 발자취인 것이다. 이.."
02100701.20190517110938001	20190517	헤럴드경제	"[사설] 뚝 떨어진 한국당 지지율, 막말 쏟아낸 당연한 대가"	막말이 막말을 낳는 정치권의 악순환이 끝이 없다. 상대 정치 세력을 향해 마치 경쟁이라도 하는 듯 거친 말들이 난무하고 있다. 나경원 자유한국당 원내대표의 ‘달창’ 논란에 여론의 비판이 쏟아지고 있는데도 도무지 잦아들 줄 모른다. 오히려 그 강도가 점차 높아지는 형국이다. 민주당과 한국당 간 막말 공방에 범 여권이라 할 정의당까지 가세하는 판이니 ‘막말..
01100501.20190513120007009	20190513	문화일보	<사설>한국당까지 ‘靑 들러리’ 서라는 獨斷으론 정국 못 푼다	경제 안보 악재가 켜켜이 쌓여 있는 현실에서 정국(政局)의 극심한 대치가 이어지는 것은 결코 바람직한 일이 아니다. 그러나 청와대와 더불어민주당이 군소 야당 3개를 끌어들여 온갖 무리수까지 동원해 선거제도 일방 개편 등 ‘패스트트랙 4여(與)’ 체제를 만들면서 제1 야당인 자유한국당의 강경 대응은 예고된 것이나 마찬가지다. 정국 경색을 풀려면 어디서부터..
01100201.20190507040903001	20190507	국민일보	[사설] 적대적 공생관계 확인한 민주 한국당 지지율 동반 상승	"최근 더불어민주당과 자유한국당 지지율이 동반 상승하는 세 결집 현상이 두드러진다. 특히 패스트트랙 지정 이후 거대 양당의 충돌이 본격화되면서 진보 중도는 더불어민주당으로, 보수는 한국당으로 쏠리는 경향이 뚜렷해지고 있다는 게 여론조사기관의 분석이다. 민주당 지지율이 오르면 한국당 지지율이 내려가거나 그 반대인 경우가 일반적이었으나 내년 총선이 가까워 오.."
01200201.20190507221223001	20190507	경인일보	[사설]한국당 장외투쟁 출구전략 고민하기 바란다	"선거제 개혁과 고위공직자범죄수사처(공수처법) 설치, 검경 수사권 조정 등 법안의 패스트트랙(신속처리안건) 지정 이후 더불어민주당과 자유한국당의 대치국면이 지속되고 있다. 한국당은 여당의 패스트트랙 지정 철회와 사과를 요구하며 장외투쟁을 이어가고 있다. 
 
여당과 한국당은 물론, 바른미래당의 내홍 등 어느 정당도 패스트트랙 정국의 책임에서 자유로울 수 .."
01500801.20190503075708004	20190503	영남일보	[사설] 패스트트랙의 수혜 적잖은 한국당 대화 병행해야	패스트트랙으로 촉발된 더불어민주당과 자유한국당의 극한 대치가 풀릴 조짐을 보이지 않고 있다. 민주당 등 여야 4당은 한국당을 원내로 유도하려 하고 있지만 한국당의 기세가 강경 일변도인 탓이다. 규탄대회와 삭발 등으로 강경투쟁에 나서는 한국당의 전략이 효과를 극대화하고 있는 중이어서 속도조절이 쉽지 않기는 하다. 하지만 일하는 국회를 바라는 여론의 향배에..
01101101.20190502050326001	20190502	한국일보	"[사설] “한국당 해산” 160만명 청원에 담긴 민심, 무겁게 받아들여야"	자유한국당 해산을 촉구하는 청와대 국민청원 동참자가 불과 열흘 새 160만명을 돌파했다. 29일 시작된 더불어민주당 해산 청원 동의자도 이틀 만에 25만명을 넘어섰다. 헌법이 규정한 정당 해산 요건은 매우 엄격하다. 정부가 국민청원을 받아들여 정당 해산 심판을 청구할 가능성은 거의 없다. 국민도 이런 현실을 모를 리 없을 것이다. 그럼에도 순식간에 16..
01100101.20190501205001001	20190501	경향신문	"[사설]한국당, 민생 놓고 이렇게 싸워보라"	"자유한국당을 제외한 여야 4당 원내대표는 1일 회동을 갖고 패스트트랙(신속처리안건 지정)으로 올린 선거제 개혁법안과 관련해 “앞으로 열린 자세로 한국당과 협의해 나가겠다”고 했다. 이어 “당장 여야 5당 원내대표 회동을 제안한다”고 밝혔다. 한국당과의 ‘패스트트랙 갈등’을 봉합하고 국회를 정상화하자는 메시지로 해석된다. 현명하고 올바른 길이다. 

패스.."
01100501.20190501120006004	20190501	문화일보	<사설>‘한국당 해산’ 클릭 즐기고 부추기는 靑의 위험한 행태	청와대 홈페이지가 정쟁(政爭)의 전장(戰場)이 되고 있다. ‘패스트트랙 4당’이 국회법에 어긋나는 사 보임까지 강행하며 선거구제와 문재인 대통령 공약사항 입법을 ‘패키지 딜’을 통해 긴급처리 절차에 돌입하면서 4여1야 충돌이 정치적 내전으로 치닫고 있다. 이런 와중에 청와대 국민청원 게시판에 올라온 ‘자유한국당 해산 청원’ 글에는 1일 오전 150만 개..
01101101.20190501050548001	20190501	한국일보	[사설] 개문발차한 패스트트랙 시간은 한국당 편이 아니다	"여야 극단적 대립에 정치는 파탄지경
패스트트랙, ‘기한 내 협상 결론’ 취지
냉각기 거치되 국회 정상화 서둘러야
자유한국당을 제외한 여야 4당이 연동형 선거제 개혁안과 고위공직자범죄수사처(공수처) 법안, 검경 수사권 조정 법안을 그제 밤 우여곡절 끝에 국회 관련 특위에서 패스트트랙(신속처리안건)으로 지정했다. 이 법안들은 길게는 330일, 짧게는 180.."
01500401.20190501001428001	20190501	국제신문	"[사설] 패스트트랙 지정, 한국당 극한투쟁 접고 협상 나서야"	"어렵사리 물꼬를 텄지만, 갈 길이 멀고 험하다. 선거제 개편과 고위공직자범죄수사처(공수처)법 2건, 검경 수사권 조정안 등 개혁법안이 자유한국당의 극렬한 반대와 저항 속에 패스트트랙(신속처리 안건)으로 지정됐지만, 앞으로 넘어야 할 산이 한두 개가 아니다. ‘본회의 상정’ 처리까지 짧게는 180일, 길게는 330일이 걸리는 여정의 첫발을 겨우 뗐을 뿐이.."
01100901.20190501000951001	20190501	중앙일보	[사설] “정부가 한국당 해산하라” 청원 방관은 무책임하다	"자유한국당의 해산을 촉구하는 국민 청원이 청와대 청원 게시판 설치 이래 최다 건수를 기록했다. 어제 오후, 청원자 수가 직전까지의 최대 기록이던 ‘PC방 살인사건 처벌 감경 반대’ 청원자 수(119만2000여 명)를 넘어섰다. 공수처법 등의 패스트트랙(신속처리 안건) 지정 안건의 심야 변칙 처리가 한국당의 장외 투쟁 선언으로 이어지면서 어제 하루에만 수.."
01500701.20190430185630002	20190430	부산일보	"[사설] 한국당, 산적한 민생 현안 팽개친 장외투쟁 안 된다"	"온갖 곡절 끝에 선거제 개혁안과 고위공직자범죄수사처법, 검 경수사권 조정안이 패스트트랙(신속처리안건)에 올랐다. 패스트트랙 열차는 출발했지만, 그 여정은 첩첩산중이다. 더불어민주당은 내년 총선 일정에 차질이 없도록 일정을 앞당기겠다지만 상임위, 법사위, 본회의 과정마다 난관이 예고돼 있다. 공수처법만 해도 막판에 추가된 바른미래당 안을 포함해 두 법안의.."
01101101.20190429050306001	20190429	한국일보	"[사설] 매주 장외투쟁 공언한 한국당, 국회 공전에 책임 더 크다"	자유한국당이 27일 서울 광화문에서 문재인 정부를 규탄하는 장외집회를 열었다. 황 대표 취임 후 두 번째 장외투쟁이다. 지난주 문 대통령을 향해 “김정은 대변인 역할만 하고 있다”며 색깔론을 폈던 황교안 대표는 이 날도 “문 정권이 좌파 독재를 하고 있다” “이 나라가 수령국가냐”라며 발언 수위를 더 높였다. 법치주의를 신봉한다는 보수정당의 대표가 선거..
01100101.20190428202948001	20190428	경향신문	[사설]국회 짓밟고 ‘헌법수호’ 외치는 한국당의 적반하장	"자유한국당은 주말 서울 광화문광장에서 대규모 장외집회를 갖고 ‘패스트트랙(신속처리안건 지정)’ 결사 저지를 다짐했다. 당 지도부와 의원 등 참석자들은 두 손에 ‘독재타도, 헌법수호’라고 적힌 손팻말을 들고 구호를 외쳤다. 단상에 오른 의원들은 “김일성 치하” “수령 국가” 등 색깔론을 다시 꺼내 들었고, 행진 대열을 따르는 참가자들은 “문재인 빨갱이” .."
01100101.20190426204608001	20190426	경향신문	[사설]한국당은 선거제 검찰개혁이 그렇게 두려운가	"패스트트랙(신속처리안건 지정)은 국회에서 발의된 안건의 신속한 처리를 위한 제도다. 법안 처리가 무한 표류하는 상태를 막으려는 것이다. 2012년 당시 박근혜 새누리당 비대위원장의 제안으로 만든 국회선진화법에 담긴 절차다. 논의를 시작하자는 것이지, 법안을 날치기 통과하는 게 아니다. 충분한 토론과 합의라는 민주적 절차를 거쳐 얼마든지 타협과 수정이 가.."
01500801.20190426081515001	20190426	영남일보	"[사설] 바른미래당 각자 갈길 가야, 유승민계 한국당 복귀도"	"국회가 시끄럽다. 여야의 격돌로 ‘동물국회’로 돌아갔다는 평가마저 나온다. 선거법 개정, 고위공직자비리수사처 설치를 둘러싼 대립이다. 집권당인 더불어민주당을 위시해 민주평화당, 정의당에 바른미래당이 당 차원에서 법안을 찬성하고 있고, 자유한국당이 극력 반대하는 사안이다. 선거법은 지역구 국회의원을 줄이는 민감한 안도 포함돼 있고, 공수처법은 대통령의 권.."
01101001.20190425221833001	20190425	한겨레	"[사설] 점거 감금까지, 국회 거꾸로 돌린 한국당의 ‘폭력’"	"물리적 충돌을 막고 평화적 의사진행을 보장하기 위해 도입한 국회선진화법이 25일 자유한국당의 집단행동에 사실상 무력화됐다. 자유한국당은 고위공직자범죄수사처 설치법(공수처법), 검경 수사권 조정법, 선거법 개정안의 신속처리 안건(패스트트랙) 지정을 저지하기 위해 정치개혁특위와 사법개혁특위 회의실을 점거 봉쇄했다. 국회법이 보장한 표결을 막으려 회의장 봉쇄.."
01100101.20190425203822001	20190425	경향신문	"[사설]한국당, 시민의 뜻에 맞는 정치 하고 있나"	"자유한국당은 25일 선거제 개혁법안 패스트트랙(신속처리안건 지정)을 막겠다며 정치개혁특위, 사법개혁특위 회의장을 온종일 점거했다. 새로 사개특위 위원으로 교체된 바른미래당 채이배 의원의 회의 참석을 막기 위해 의원 방을 소파로 틀어막고 6시간 동안 감금하기도 했다. 2012년 국회 선진화법 이후 좀체 볼 수 없었던 ‘동물국회’ 모습이 재연됐다. 의회민주.."
02100701.20190424115345001	20190424	헤럴드경제	"[사설] 한국당은 국회로 돌아가고, 여권은 그 명분 만들어 줘야"	자유한국당을 제외한 여야 4당의 선거제 등 패스트트랙 합의 여파로 정치권이 요동을 치고 있다. 당장 한국당의 반발이 하늘을 찌를 정도로 거세다. 한국당은 23일 밤 국회 로텐더홀에서 긴급 의원총회를 열고 연동형 비례제와 고위공직자비리수사처(공수처) 도입이 ‘좌파 독재 장기집권 시나리오’라며 결사 저지에 나서기로 했다. 필요하다면 광화문 등에서의 장외 투..
01101101.20190424050542002	20190424	한국일보	"[사설] 선거제 ‘패스트트랙’ 추인 여야, 한국당과 합의 포기 말아야"	"자유한국당을 제외한 여야 4당이 23일 의원총회를 열고 연동형 비례대표제를 골자로 한 공직선거법 개정안과 고위공직자범죄수사처법, 검경 수사권 조정안의 패스트트랙(신속처리안건) 지정 안건을 통과시켰다. 바른미래당도 진통 끝에 찬성 12, 반대 11로 합의안을 의결했다. 합의안은 정개특위와 사개특위 전체회의를 거쳐 25일까지 패스트트랙 지정 절차를 밟는다..."
01500401.20190424214711002	20190424	국제신문	"[사설] 여야 4당 패스트트랙 추인, 한국당 마냥 반대 안 된다"	"여야 4당이 원내대표 간 합의한 공직선거법 개정과 고위공직자비리수사처(공수처) 신설 등 개혁법안의 패스트트랙(신속처리안건 지정) 처리를 추인하는 절차를 모두 마쳤다. 어제 각자 의원총회를 통해서다. 여당인 더불민주당과 민주평화당, 정의당은 예상대로 무난하게 통과시켰고, 최대 관건이었던 바른미래당에서도 진통과 표 대결 끝에 추인으로 최종 결정이 났다. 국.."
01100101.20190423205706002	20190423	경향신문	[사설]‘패스트트랙’ 나 홀로 반대하는 한국당의 자가당착	자유한국당을 제외한 여야 4당은 23일 각각 의총을 열어 선거제도 개편과 고위공직자범죄수사처 설치안을 신속처리안건(패스트트랙)으로 지정하는 합의안을 추인했다. 바른미래당은 일부 의원들이 패스트트랙에 부정적이었지만 진통 끝에 가결됐다. 이번주 안에 패스트트랙 절차가 시작되지 않으면 현실적으로 선거법 개정안은 내년 총선 적용이 어려운 상황이어서 4당의 추인..
01100201.20190423040352001	20190423	국민일보	[사설] 선거법 패스트트랙 올려도 한국당과 합의 노력해야	"자유한국당을 제외한 여야 4당 원내대표들이 22일 선거제도 개혁안과 고위공직자비리수사처(공수처) 설치, 검 경 수사권 조정 법안을 패스트트랙(신속처리 안건)으로 처리하는 방안에 대해 잠정 합의했다. 4당은 공수처 설치와 관련해 판사와 검사, 경무관 이상 경찰에 대해서만 기소권을 부여하기로 했다. 각 당은 내부 추인을 거쳐 오는 25일까지 정치개혁특별위원.."
01100611.20190422034318001	20190422	서울신문	"[사설] 한국당 ‘행동 투쟁’, 어떤 명분에도 정국 파행은 안 돼"	자유한국당이 그제 서울 광화문에서 황교안 대표 체제 이후 첫 장외 집회를 열었다. 그 전날 문재인 대통령이 우즈베키스탄 방문 중 전자결재로 ‘35억 주식’ 논란의 이미선 헌법재판관 임명을 강행하자 한국당은 장외 투쟁을 하겠다며 반발했다. 황교안 대표는 페이스북에서도 “이제 말이 아니라 행동으로 하겠다”는 강경 선언을 했다. 실제로 주말 한국당의 장외 집..
01100101.20190419204400001	20190419	경향신문	"[사설]한국당 5 18 망언 의원 ‘징계쇼’, 이젠 강제 퇴출시켜야"	"자유한국당은 19일 5 18 망언을 한 김순례 의원은 ‘당원권 정지 3개월’, 김진태 의원에 대해서는 ‘경고’ 처분을 내렸다. 제명 탈당권유 당원권 정지 경고 중 가장 낮은 단계의 징계다. 그동안 한국당은 전당대회 출마를 이유로 이들에 대한 징계를 두 달 가까이 질질 끌어왔다. 그러다 5 18민주화운동 기념일이 한 달 앞으로 다가오자 마지못해 내놓은 게.."
