식별자	일자	언론사	제목	본문
01101101.20190514050620001	20190514	한국일보	"[사설] 새로 출범할 최저임금위, '공익위원' 중요성 더 커졌다"	이재갑 고용노동부 장관이 13일 노동 현안 관련 기자간담회에서 최저임금위원회 공익위원 재구성과 관련해 “한쪽으로 치우친다는 평을 안 받으시는 분들로 선임”해 “5월 말까지 위촉될 수 있도록 하겠다”고 밝혔다. 최저임금은 문재인 정부 들어 2년 연속 급격한 인상으로 시비가 끊이지 않았고 덩달아 최저임금위 공정성 문제까지 도마에 올랐다. 논란을 최소화할 목..
02100501.20190514172320002	20190514	파이낸셜뉴스	"[fn사설] 새 최저임금委, 기울어진 운동장 안돼야"	"고용노동부는 최저임금 결정체계 개편을 위한 법 개정이 지연됨에 따라 내년 적용 최저임금을 현행대로 심의할 계획이라고 13일 공식화했다. 정부 예산의 상당부분이 최저임금과 연계돼 있는 만큼 더 이상 시간을 지체할 수 없다는 판단에 따른 조치로 풀이된다. 또한 지난주 일괄 사퇴한 최저임금위원회 공익위원 위촉 절차를 이달 안에 마무리짓고, 최저임금 결정의 합.."
02100311.20190511232413001	20190511	서울경제	[사설]최저임금 1만원 공약 얽매이지 않겠다는 건 옳다	문재인 대통령이 취임 2주년 특별대담에서 “최저임금 공약이 2020년까지 1만원이었다고 해서 거기에 얽매여 그 속도대로 인상돼야 하는 것은 아니다”라고 밝혔다. 문 대통령은 “최저임금이 가파르게 인상돼 부담을 주는 부분이 적지 않았다”며 “우리 사회가 수용할 수 있는 적정선을 찾아 결정하지 않을까 기대한다”고 말했다. 최저임금 인상 속도를 조절할 필요가..
02100311.20190510173101001	20190510	서울경제	[사설]최저임금 1만원 공약 얽매이지 않겠다는 건 옳다	문재인 대통령이 취임 2주년 특별대담에서 “최저임금 공약이 2020년까지 1만원이었다고 해서 거기에 얽매여 그 속도대로 인상돼야 하는 것은 아니다”라고 밝혔다. 문 대통령은 “최저임금이 가파르게 인상돼 부담을 주는 부분이 적지 않았다”며 “우리 사회가 수용할 수 있는 적정선을 찾아 결정하지 않을까 기대한다”고 말했다. 최저임금 인상 속도를 조절할 필요가..
02100601.20190509142552001	20190509	한국경제	"[사설] ""최저임금 시장수용성 고려하겠다""는 약속 지켜야"	"홍남기 부총리 겸 기획재정부 장관이 그제 주재한 경제활력대책회의에서 “내년도 최저임금은 시장수용성을 고려해야 한다”고 말했다. 지난해 12월 취임 후 줄곧 밝혀온 ‘속도 조절’ 방침을 재확인한 것이지만, 최저임금위원회가 내년도 최저임금 심의를 시작한 시점에 나온 발언이라는 점에서 주목된다. 최저임금위원회도 이날 첫 운영위원회에서 최저임금 결정과 관련해 .."
01101001.20190506183857002	20190506	한겨레	[사설] 전경련의 ‘최저임금 통계 장난’ 어이없다	"전국경제인연합회(전경련) 산하 한국경제연구원(한경연)은 지난 2일 최저임금 국제비교 분석 보도자료를 내면서 제목을 ‘OECD 7위, 주휴수당 포함 시 1위’라고 달았다. 한국의 최저임금이 사실상 세계 최고라는 용감무쌍한 서술인데, 명백한 실상 왜곡이다. 예기치 못한 실수라기보다 다분히 의도적인 사실 비틀기였다는 혐의가 짙다. 아무리 재계를 대변하는 단체.."
02100501.20190429170211002	20190429	파이낸셜뉴스	"[fn사설] 쌈박질 국회, 최저임금 탄력근로 어쩌나"	"시급한 민생 경제법안 실종 
마이너스 성장 국회도 책임 

 

 

 
 
 국회가 극한대립을 이어가고 있다. 집권 더불어민주당은 4개 법안, 곧 공직선거법과 고위공직자범죄수사처(공수처)법, 검경 수사권 조정과 연관된 형사소송법과 검찰청법을 밀어붙일 태세다. 제1 야당인 자유한국당은 '독재타도 헌법수호'를 외치며 장외투쟁으로 맞서 있다. 이 통에 경제.."
02100501.20190408172724001	20190408	파이낸셜뉴스	[fn사설] 탄력근로제 최저임금 4월 국회서 처리해야	"8일부터 내달 7일까지 한 달 일정으로 4월 임시국회가 열린다. 탄력근로제와 관련한 근로기준법 개정안을 비롯해 최저임금법 개정안, 미세먼지 문제 해결 등을 위한 추가경정예산안, 택시 카풀 합의에 따른 택시업계 지원 관련 법안 등 국회가 시급히 처리해야 할 법안이 산적해 있다. 이 중 핵심 쟁점은 탄력근로제 단위기간 확대를 위한 근로기준법 개정안과 최저임.."
07100501.20190321155253001	20190321	전자신문	"[사설]최저임금 갈등, 내년에도 되풀이할 건가"	"최저임금 결정 체계 개편 논의가 국회에서 공회전을 거듭했다. 국회 환경노동위원회가 이번 주 내내 고용노동소위원회를 열었지만 소득이 없다. 소상공인과 중소기업의 어려움을 덜어 주기 위해 결정 체계를 손보겠다는 약속이 공염불로 될 위기에 놓였다. 이대로 가면 2020년도 최저임금 인상률도 결국 기존 체계에서 결정될 판이다.

이에 앞서 정부가 수립한 최저임.."
01100501.20190228120004012	20190228	문화일보	<사설>최저임금方式 졸속 개편 아닌 1만원 공약 철회가 급하다	"고용노동부가 27일 최저임금 결정 방식(方式) 개편안을 발표하면서 ‘기업의 지불 능력’을 새 기준으로 넣겠다던 당초 입장을 번복했다. 개편안은 구간설정위원회가 최저임금의 상 하한선을 정하고, 결정위원회가 그 안에서 확정하는 이원화가 골자다. 고용부는 최저임금법이 명시한 근로자 생계비 노동생산성 등 4가지 결정 기준 외에 지불 능력 등을 추가한 초안을 내.."
01100701.20190217230745002	20190217	세계일보	[사설] ‘빚 못 갚는’ 자영업자 급증 최저임금부터 손질해야	"빚을 갚지 못하는 자영업자가 크게 늘었다. 나이스신용평가가 전 금융권을 대상으로 자영업자 대출 현황을 분석한 결과, 90일 이상 빚을 갚지 못한 채무불이행자 비율은 작년 말 1.43%에 이르렀다. 2017년 말 1.32%를 기록한 후 한 분기도 빠짐없이 상승한 결과다. 개인사업자 대출을 받은 194만6113명 중 2만7917명이 채무불이행자로 전락했다고.."
02100311.20190216232938001	20190216	서울경제	"[사설] ""최저임금 주52시간 폭주 멈추고 시장에 맡겨라"""	한국경제가 장기침체 위기에 직면했다는 경제학자들의 경고가 등장했다. 서울경제신문이 15일 ‘2019 경제학 공동학술대회’에 참석한 학자들을 대상으로 한 설문에서 절반에 가까운 46.3%가 “한국경제가 당분간 L자형 장기침체를 경험할 것”이라고 답했다. 잠재성장률에 미치지 못하는 저성장이 계속될 것이라는 의견은 10명 중 8명이 넘었고 38.8%는 2% ..
02100311.20190215182307001	20190215	서울경제	"[사설] ""최저임금 주52시간 폭주 멈추고 시장에 맡겨라"""	한국경제가 장기침체 위기에 직면했다는 경제학자들의 경고가 등장했다. 서울경제신문이 15일 ‘2019 경제학 공동학술대회’에 참석한 학자들을 대상으로 한 설문에서 절반에 가까운 46.3%가 “한국경제가 당분간 L자형 장기침체를 경험할 것”이라고 답했다. 잠재성장률에 미치지 못하는 저성장이 계속될 것이라는 의견은 10명 중 8명이 넘었고 38.8%는 2% ..
01100801.20190121031911001	20190121	조선일보	"[사설] 연봉 1억 현대차, '최저임금' 걸려 수당 올린다는 코미디"	평균 연봉이 1억원에 육박하는 현대자동차가 최저임금 미달 문제를 해결하려다 각종 수당의 기준이 되는 '통상임금'을 대폭 올려야 하는 처지로 내몰리고 있다. 현대차는 해마다 기본급의 750%에 해당하는 상여금을 격월로 나눠 지급해왔다. 격월 상여금은 최저임금 산입 범위에 포함되지 않기 때문에 전체 직원 6만여명 가운데 약 10%(6800여명)가 최저임금에..
02100601.20190118001512001	20190118	한국경제	"[사설] 美 日 獨 다 하는 '최저임금 차등화', 안되는 이유만 찾나"	"기업인들이 요즘 가장 힘겨워하는 부분은 아마도 최저임금일 것이다. ‘친노조’ 성향의 최저임금위원회가 최근 2년간 29.1%를 인상한 탓에 중소기업과 소상공인을 중심으로 존폐 위기에 대한 호소가 끊이지 않고 있다. 벽에 대고 외치는 듯한 무력감에 최저임금 불복종 투쟁을 선언하고 “차라리 우리를 잡아가라”며 절규한 지도 오래됐다. 
 
이번주 초 ‘대통령과.."
01100901.20190117001544002	20190117	중앙일보	[사설] 최저임금 탈원전만큼은 방향 틀라는 상공인들의 읍소	"그제 청와대에서 문재인 대통령과 기업인들의 대화는 기업의 현장 애로를 듣는 자리였던 만큼 현안이 크게 해소될 것이란 기대감이 고조됐다. 하지만 비공개 회의 내용이 알려지면서 이런 기대는 빗나간 것으로 보인다. 참석한 경제인 130여 명 중 대한상공회의소 소속 지역 상공인이 절반을 넘는 67명에 달했는데, 이들이 이구동성으로 산업 현장의 어려운 현실을 전.."
02100311.20190108234115001	20190108	서울경제	[사설]최저임금 개편이 자율권 침해한다는 노동계의 억지	"고용노동부가 7일 최저임금 결정구조를 구간설정위원회와 결정위원회로 이원화하는 방안을 내놓았다. 전문가들로 구성된 구간설정위원회에서 최저임금 인상 구간을 먼저 정하면 노사대표와 공익위원이 참여하는 결정위원회가 최저임금을 합의하는 방식이다. 정부 여당은 이달 중 개편안을 확정해 내년도 임금인상안부터 적용할 계획이다. 
 
 이번 개편안의 핵심은 전문가들이 .."
02100501.20190108165709002	20190108	파이낸셜뉴스	"[fn사설] 최저임금委 개편, 소상공인 요구엔 태부족"	"업종 지역별 차등화 없어 
국회서 논의 때 반영하길 

 

 

 
 
 정부가 7일 최저임금 결정 방식을 30년 만에 손질하는 개편안을 내놨다. 현 최저임금위원회를 구간설정위와 결정위로 이원화하는 게 골자다. 9인 구간설정위는 전문가 그룹이다. 여기서 경제성장률, 기업 지불능력 등 국제노동기구(ILO) 기준을 고려해서 최저임금 인상 가이드라인을 제시.."
01100101.20190107210133002	20190107	경향신문	"[사설]최저임금 결정체계 개편, 취약계층 삶 나아질까"	"정부가 31년간 지속되어온 최저임금 결정체계 개편 방안을 7일 발표했다. 고용노동부 개편안을 보면 지금까지 최저임금은 최저임금위원회에서 일괄 심의 결정했으나 앞으로는 구간설정위원회에서 상 하한 구간을 정한 뒤 결정위원회에서 최종 결정하는 방식으로 바뀐다. 또 최저임금 결정을 현행 근로자 생계비, 유사근로자 임금, 노동생산성, 소득분배율을 기준으로 했으나.."
02100311.20190107173205002	20190107	서울경제	[사설]최저임금 개편이 자율권 침해한다는 노동계의 억지	"고용노동부가 7일 최저임금 결정구조를 구간설정위원회와 결정위원회로 이원화하는 방안을 내놓았다. 전문가들로 구성된 구간설정위원회에서 최저임금 인상 구간을 먼저 정하면 노사대표와 공익위원이 참여하는 결정위원회가 최저임금을 합의하는 방식이다. 정부 여당은 이달 중 개편안을 확정해 내년도 임금인상안부터 적용할 계획이다. 
 
 이번 개편안의 핵심은 전문가들이 .."
07100501.20190107170205001	20190107	전자신문	"[사설]최저임금 1만원, 앞당기는 게 전부는 아니다"	정부가 7일 최저임금 결정 구조 개편 초안을 발표했다. 최저임금위원회에 '구간설정위원회'와 '결정위원회'를 둬 최저임금 결정 구조를 이원화하는 것이 핵심이다. 구간설정위 전문가가 경제 현실을 감안해 최저임금 상?하한 구간을 먼저 정한다. 인상 폭을 둘러싼 논란을 최소화하기 위해서다. 과거 벌어진 0%(사측)와 79.2% 인상(노측) 간 극한 대립을 방지..
01500801.20190107082111001	20190107	영남일보	[사설] 최저임금위 개편 성공 여부는 독립성에 달려 있다	"노동에 대한 최저한도의 보상을 법적으로 규정한 최저임금은 경제적 정의를 추종하는 제도이고, 정의로운 배분을 실천할 장치다. 반면 현실은 그런 가치를 종종 거부한다. 문재인정부 들어 지난해 16.3%, 올해부터 10.9% 인상돼 합계 30% 가까이 폭등한 최저임금은 자영업자들의 반발을 비롯, 그 좋은 취지에도 불구하고 현실착근이 쉽지 않은 상황이다.


.."
01300201.20190107004400002	20190107	강원일보	[사설]최저임금 결정구조 개선 못 하면 경제 회생 요원	"정부가 최저임금 결정구조 개편 의지를 밝혀 주목된다. 홍남기 부총리 겸 기획재정부 장관이 이와 관련해 정부 초안을 이번 주 초에 내놓겠다고 밝혔다. 아울러 이달 안에 정부안을 확정한다는 방침이다. 지난해 16.4% 인상한 7,530원, 올해 10.9%를 올린 8,350원이지만 문재인 대통령은 지난해 7월 “최저임금 1만원(2020년) 공약을 지키지 못하.."
07101201.20190103002407001	20190103	디지털타임스	[사설] `최저임금쇼크` 주휴수당 잠정 유보해야 한다	새해 들어 최저임금 10.9% 인상에 주휴수당까지 합쳐 실제 최저임금 인상폭이 33%에 달하면서 최저임금 쇼크가 확산하고 있다. 정부는 지난달 31일 주휴수당을 포함해 최저임금을 산정토록 하는 최저임금법 시행령을 국무회의에서 의결했다. 같은 날 소상공인연합회는 정부 시행령이 실제 근로시간만을 최저임금에 산정해 판결한 대법원 판례에도 어긋난다며 헌법소원을..
01400501.20190101231644001	20190101	중부일보	[사설] '뜨거운 감자' 된 최저임금제	"새해가 시작되면서 인상된 최저임금이 ‘뜨거운 감자’로 떠오르고 있다. 작년 대비 시간당 7530원에서 8350원으로 10.9% 올랐다. 유급 휴일까지 포함해 한 달 노동시간을 209시간으로 계산하여 월급으로 계산하면 174만 5150원이다. 경기 둔화가 좀처럼 풀리지 않은 상태에서 최저임금의 급격한 인상으로 재계나 소상공인, 영세자영업자들의 반발과 불만.."
02100501.20190101231321001	20190101	파이낸셜뉴스	"[fn사설] 귀막은 정부, 최저임금법 후폭풍 우려"	"정부가 최저임금법 시행령 개정안을 기어코 의결했다. 12월 31일 열린 국무회의에서다. 정부는 지난달 24일 국무회의에서 시행령 개정안을 수정한 뒤 며칠 입법예고 기간을 뒀다. 하지만 시늉에 그쳤다. 정부는 애초 재계 목소리를 들을 생각이 없었던 것 같다. 한국경영자총협회(경총)는 개정안이 의결된 뒤 ""기업의 어려운 경영 현실과 절박성은 반영되지 못했다.."
01101101.20181231050348002	20181231	한국일보	"[사설] 최저임금법 시행령 개정, 시장?업계 현실 더 듣고 해야"	정부가 최저임금 산정에 주휴시간 산입을 명시한 최저임금법 시행령 개정안을 31일 국무회의에서 처리할 예정인 가운데 업계 반발이 확산되고 있다. 재계와 주요 경제단체는 시행령 개정이 불황과 경영난에 직면한 국내 산업에 큰 타격이 될 것이라는 입장을 냈다. 지난 주말에는 자영업자 단체인 소상공인연합회와 전국편의점가맹점협회 등까지 나서 한파 속에 개정안 철회..
01100201.20181231040700001	20181231	국민일보	[사설] 최저임금법 시행령 개정 밀어붙일 일 아니다	정부는 최저임금 산정 정부안을 반영하는 최저임금법 시행령 개정안을 31일 국무회의에 상정해 처리한다는 방침이다. 이는 홍남기 부총리 겸 기획재정부 장관이 지난 27일 밝힌 것으로 정부안은 최저임금 산정 기준 시간 계산에 법정 주휴시간(일요일)과 수당만을 포함하는 것이다. 이낙연 총리가 주재한 24일 국무회의 이후 최선 방안을 찾아 우려의 소지를 최소화하..
01100901.20181228002612002	20181228	중앙일보	"[사설] 최저임금법 시행령 개정, 꼭 무리하게 강행해야 하나"	새해가 얼마 남지 않았지만 최저임금 10.9% 인상에 따른 먹구름은 짙어지고 있다. 올해 16.4% 인상에 휘청거린 우리 경제가 또 어떤 일을 겪을지 두렵기조차 하다. 시한폭탄 초침은 째깍째깍 가고 있는데 정부는 태평이다. 최저임금 산정에 유급휴일 포함을 명시화한 최저임금법 시행령 개정안을 31일 국무회의에서 그대로 의결할 태세다. 고작 약정휴일을 계산..
02100501.20181228171309001	20181228	파이낸셜뉴스	"[fn사설] 최저임금법 시행령 개정, 보류가 옳다"	"주휴수당 혼선이 끊이지 않는다. 정부는 오는 31일 국무회의에서 최저임금법 시행령 개정안을 의결할 예정이다. 홍남기 경제부총리는 26일 시행령을 바꿔도 ""기업에 추가 부담이 없다""고 말했다. 경영계 반응은 다르다. 같은 날 박용만 대한상의 회장은 ""(최저임금 계산이) 대법원 판례를 따라야 한다""고 말했다. 실제 일하지 않은 주휴시간을 빼고 최저임금을 계.."
01101001.20181226183820001	20181226	한겨레	[사설] ‘최저임금 억지’ 조목조목 반박한 홍남기 부총리	"정부의 최저임금법 시행령 개정안을 두고 논란이 일고 있는 가운데, 홍남기 경제부총리가 26일 경제활력대책회의에서 입장을 밝혔다. 일부 경제단체와 보수언론의 주장을 조목조목 반박했는데, 그 근거와 논리가 명쾌하다.

 일부 경제단체와 보수언론은 시행령 개정으로 기업의 최저임금 부담이 커지게 됐다고 주장한다. 이에 대해 홍 부총리는 “시행령 개정의 핵심은 .."
01300201.20181226004442001	20181226	강원일보	"[사설]현실과 동떨어진 `최저임금', 강행한다고 해결되나"	"정부, 주휴시간 제외 요구 끝내 수용 안 해 
 경영계 소상공인 “기업하기 어렵다” 강력 반발
 나라 경제가 감당할 수 있는 선에서 결정돼야

 최저임금제도는 국가가 노사 간의 임금 결정 과정에 개입해 임금의 최저 수준을 정하고, 사용자에게 이 수준 이상의 임금을 지급하도록 법으로 강제함으로써 저임금 근로자를 보호하는 제도로 1988년 도입됐다. 최저임.."
01101101.20181225050507002	20181225	한국일보	"[사설] 최저임금법 시행령 수정안, 논란과 충격의 불씨는 그대로다"	정부가 24일 국무회의를 열어 최저임금 계산 시 약정휴일을 제외하는 내용의 최저임금법 시행령 수정안을 재심의하기로 했다. 당초 개정안은 최저임금 적용 시간을 현재의 ‘소정근로시간’에서 ‘소정근로시간과 그 외 유급으로 처리되는 시간을 합산한 시간 수’로 바꾸는 내용이었으나 심의가 보류됐다. 31일 국무회의에 재상정될 수정안은 주휴수당 지급 기준인 일요일 ..
01100611.20181225034051001	20181225	서울신문	"[사설] 노사, 최저임금법 시행령 수정안 수용해야"	법정 주휴일은 최저임금 산정을 위한 시간과 임금에 포함하되 노사가 합의로 정하는 약정휴일(주로 토요일)은 제외하는 최저임금법 시행령 개정안의 수정안이 나왔다. 이 안대로라면 월 209시간을 기준으로 시간당 최저임금 8350원을 주지 않는 기업은 최저임금법 처벌 대상이다. 정부는 어제 국무회의에서 이런 내용의 최저임금법 시행령 개정안을 논의하고 31일 국..
01100401.20181225030132001	20181225	동아일보	"[사설]최저임금 시행령案, ‘속도조절’한다더니 가속페달 밟았다"	어제 이낙연 국무총리 주재로 열린 국무회의는 고용노동부가 제출한 최저임금법 시행령 개정안에 대한 심의를 보류하고 이달 31일 올해 마지막 국무회의로 넘겼다. 당초 고용부가 마련한 개정안은 근로시간 기준을 현행 월 174시간에서 ‘법정 주휴시간’(일요일과 공휴일)과 노사가 합의한 ‘약정 주휴시간’(토요일)을 합쳐 최대 월 243시간으로 하는 것이었다. 이..
01100101.20181224204537001	20181224	경향신문	[사설]‘최저임금 마녀사냥’ 이제 그만하라	정부가 24일 최저임금 관련 시급 산정에 법정 주휴시간은 포함하되 노사 합의로 정하는 약정휴일 시간은 제외하는 방향으로 최저임금법 시행령을 개정키로 결정했다. 당초 정부안은 약정휴일도 시급 산정에 포함하는 것이었지만 재계 등에서 부담이 커진다고 주장해 이는 제외했다. 하지만 약정휴일의 시간과 수당이 모두 제외되기 때문에 시급 산정은 당초 안에서 달라지는..
01100501.20181224122004003	20181224	문화일보	<사설>최저임금 시행령 ‘유급휴일 폭탄’ 완전 폐기해야 한다	"정부가 24일 이낙연 총리 주재로 국무회의를 열어 고용노동부가 올린 최저임금법 시행령 개정안을 심의한 끝에 수정안을 마련, 오는 31일 의결키로 했다. 지난 10월 대법원 판례를 참조해 법정 주 휴일 외 약정 휴일에 대해서는 최저임금 시급 산정 방식에서 제외하는 것이 골자다. 그러나 일부만 고치는 식으론 최저임금 폭탄을 방치하는 것일 뿐, 극력 반대해온.."
01100611.20181224034145001	20181224	서울신문	"[사설] 최저임금법 시행령 개정, 국회 논의 반영해야"	정부가 최저임금을 산정하는 근로시간에 유급휴일을 포함하는 최저임금법 시행령 개정안을 오늘 국무회의에서 논의한다. 개정안이 통과한다면 내년 1월 1일부터 시행된다. 내년 최저임금은 올해보다 10.9%가 올라 시간당 8350원이다. 문제는 개정안에 근로기준법상 주휴일(일요일 8시간)을 포함해 월 209시간을 기준으로 최저임금을 따진다는 것이다. 이렇게 되면..
01100901.20181224000617001	20181224	중앙일보	[사설] 자영업자 100만명 폐업 최저임금 악몽 끝내야	"엄마와 아빠가 자녀에게 하나의 일을 두고 다른 말을 하면 어떻게 될까. 자녀는 혼란스러운 메시지에 어쩔 줄 몰라 우왕좌왕하게 된다. 회사도 마찬가지다. 민간의 일이 이런데 나랏일은 두말해 무엇하랴. 일관성 있는 메시지를 기업과 국민, 시장에 내놓아야 경제가 굴러간다. 그렇지 않고 끝없이 다른 목소리가 나오면 기업은 혼선을 피하기 어렵다. 
 
 최근 최.."
01500901.20181223223729002	20181223	울산매일	"<사설>최저임금 상승, 늘어나는 초단시간 노동자 외면 말아야"	"내년 최저임금 인상을 앞두고 소상공인들의 시름이 깊어지고 있다. 지난 23일 소상공인연합회가 밝힌 '최저임금 인상에 따른 소상공인 영향 실태조사'에 따르면, 올 10월 15일부터 11월 10일까지 조사대상인 전국 17개 시 도 1204개의 소상공인 사업체 가운데 60.4%가 작년보다 매출이 줄었다고 응답했다. 최저임금의 경우 올해 7,530원으로 전년 .."
01101101.20181222050431001	20181222	한국일보	"[사설] 대법 판결 반하는 최저임금법 시행령 개정안, 강행은 안 된다"	최저임금 계산 시 ‘주휴시간’ 포함 문제가 논란이다. 정부는 20일 차관회의에서 최저임금 적용 시간을 현재의 ‘소정근로시간’에서 ‘소정근로시간과 그 외 유급으로 처리되는 시간을 합산한 시간 수’로 바꾼 최저임금법 시행령 개정안을 통과시켰다. 개정안은 24일 국무회의를 통과하면 내년부터 시행된다. 이에 대해 경영계는 성명을 내 개정안이 “대법원 판례와 어..
01100801.20181221032114001	20181221	조선일보	"[사설] 대통령 ""보완"" 사흘 만에 '최저임금 대폭 인상' 어쩌자는 건가"	정부가 어제 차관 회의를 열어 근로자가 실제 일하지 않은 유급 휴일도 최저임금 산정 때의 근로시간에 포함하는 시행령 개정안을 통과시켰다. 다음 주 국무회의에서 통과되면 내년 기업과 자영업자들의 최저임금 지급 부담이 법정액보다 20~40%나 폭증한다. 문재인 대통령이 최저임금 인상 정책을 '보완'하겠다고 말한 지 불과 사흘 뒤다. 이 정부 사람들은 자신이..
02100701.20181219114230001	20181219	헤럴드경제	"[사설] 산업부 중소벤처부, 최저임금법 개정 반대의견 내라"	"노동부가 유급휴일을 근로시간에 포함시켜 최저임금을 산정하도록 한 최저임금법 시행령 개정을 강행할 태세다. 그렇게되면 실질적으로 최저임금이 오르는 효과를 가져온다. 최저임금은 시간당으로 계산되고 늘어나는 시간만큼 임금도 따라 올려야 최저임금 기준을 충족시킬 수 있기 때문이다. 
 
실제로 올해 16.4% 인상된 최저임금은 내년에도 10.9% 오른다. 이것.."
