식별자	일자	언론사	제목	본문
01500701.20190328192228002	20190328	부산일보	"[사설] 세월호 CCTV 조작 정황, 철저한 진상 규명 필요하다"	어제 4 16 세월호참사 특별조사위원회(특조위)가 침몰 원인 규명의 핵심 단서인 세월호 폐쇄회로(CCTV) 관련 증거 자료가 조작 편집된 것으로 의심할 만한 정황이 나왔다는 내용의 중간발표를 내놨다. 세월호 선내 안내데스크에서 해경이 수거했다고 주장해 온 CCTV 영상 녹화장치와 검찰에 인계된 녹화장치가 서로 다르다는 걸 뒷받침하는 단초들이 포착됐다는 ..
01101001.20190327180854001	20190327	한겨레	[사설] ‘땅값 욕심’에 세월호 교육원 건립을 미루다니	"경기도 안산교육지원청 자리에 들어설 ‘416민주시민교육원’ 조성 사업이 표류하고 있다. 내년 4월 완공 예정인데 여태 착공조차 못해 사업이 최소 1년 이상 지체될 거라고 한다. 안산시가 교육지원청이 옮겨가기로 한 시유지를 “헐값에 팔 수 없다”며 내놓지 않고 있어서라니 어처구니없다.

 문제의 땅은 체육시설 용지인데, 교육지원청을 짓기 위해 용도변경을 .."
01101101.20190208050502002	20190208	한국일보	"[사설] 광화문 세월호 ‘기억공간’ 조성, 이념 아닌 안전의 문제로 봐야"	"서울 광화문 광장에 설치된 세월호 분향소를 포함한 ‘세월호 천막’이 조만간 철거된다. 박원순 서울시장은 지난 5일 “공간을 새롭게 구성해 기억의 공간, 재난으로부터 안전한 사회를 위한 공간으로 작게 구성하는 쪽으로 유가족과 협의 중”이라고 밝혔고, 유가족과 시민단체로 구성된 4ㆍ16연대 측도 “참사 5주기가 되기 전에 기억공간이 개관될 수 있도록 서울시.."
01100201.20181226040407001	20181226	국민일보	"[사설] 제주서 좌초한 여객선, 세월호와 달랐던 대응"	성탄절 전날 제주도 근해에서 발생한 여객선 좌초 사고는 4년 전 세월호 참사를 떠올리게 했다. 승객과 선원 199명을 태우고 가던 선박에 구멍이 뚫려 바닷물이 들어찼다. 굉음과 함께 갑자기 배가 멈춰 섰다. 기상이 나빠 평소와 다른 항로로 운항하다 암초에 부딪힌 듯했고 선장은 해경에 구조를 요청했다. 오후 2시40분쯤 서귀포시 가파도 남동쪽 해상에서 벌..
01100101.20180903204442001	20180903	경향신문	"[사설]문 닫은 세월호 팽목항 분향소, ‘기억 행동’은 끝나지 않는다"	"전남 진도 팽목항의 세월호 분향소가 3일 문을 닫았다. 2014년 4월16일 세월호 참사가 일어난 지 4년5개월, 2015년 1월14일 분향소가 설치된 지 3년7개월 만이다. 이날 분향소에 걸려 있던 희생자 304명의 영정이 내려져 유품들과 함께 유가족들에게 전달됐다. 컨테이너 두 동을 이어붙인 분향소는 이달 말까지 완전히 정리된다. 팽목항 분향소는 가.."
01101101.20180806050928002	20180806	한국일보	[사설] 결론 못내린 세월호 침몰원인  특조위 책임 더 무거워졌다	"세월호 선체조사위원회가 6일 1년여 동안의 활동을 종료하면서 종합보고서를 공개했다. 선체조사위 활동의 핵심 목적은 침몰 원인 규명이었다. 검경 합동수사와 세월호참사특조위 조사를 통해 다다른 결론은 ‘무리한 증ㆍ개축과 화물 과적, 부실 고박으로 복원력이 감소한 상태에서 급격히 우회전 하는 바람에 배가 기울었다’는 것이었다. 하지만 외력에 의한 흔적들이 나.."
01100901.20180720134218002	20180720	중앙일보	[사설] 국가의 막중한 책임 일깨운 세월호 배상 판결	세월호 참사 희생자 가족들이 국가와 청해진해운을 상대로 제기한 민사소송에서 법원이 원고 승소 판결을 내렸다. 단원고 학생 가족의 경우 한 가정당 배상액이 6억원대로 결정됐다. 희생자 118명의 가족 357명은 세월호 특별법에 의해 국가가 지급한 보상금을 받지 않고 소송을 냈다. 유족들이 “국가가 잘못한 부분이 구체적으로 적시되지 않았다”는 이유로 항소하..
01100611.20180720034157002	20180720	서울신문	[사설] 세월호 참사 국가책임 엄중히 물은 법원	"세월호 참사 당시 국가의 과실과 배상 책임을 인정하는 판결이 나왔다. 서울지법은 세월호 유족 354명이 2015년 9월 “국가가 세월호 안전점검 등 관리를 소홀히 해 사고 원인을 제공했고, 참사 발생 후 초동 대응과 현장 구조활동을 제대로 하지 못해 피해를 키웠다”며 국가와 청해진해운을 상대로 낸 손해배상 소송에서 공동으로 유족들에게 위자료를 지급하라고.."
01500401.20180720220336002	20180720	국제신문	[사설] 세월호 참사 국가책임 엄중하게 물은 배상 판결	"304명의 희생자를 낸 세월호 참사와 관련, 국가가 유족에게 위자료를 지급하라는 법원 판결이 나왔다. 희생자 1인당 2억 원의 위자료와 친부모 각 4000만 원, 형제자매 조부모에 500만 2000만 원씩의 별도 위자료를 지급하라는 내용이다. 참사 발생 4년3개월 만에 국가 배상 책임이 인정된, 의미 있는 판결이다. 국민의 생명과 안전을 지켜야 할 국.."
01101101.20180719051304003	20180719	한국일보	[사설] 국가책임 인정하면서 경비정만 탓한 세월호 배상 ‘반쪽 판결’	세월호 참사 당시 국가가 초동 대응과 구조활동을 제대로 하지 못해 피해를 키웠다며 국가배상 책임을 인정한 판결이 나왔다. 서울중앙지법 민사30부는 19일 세월호 유족들이 국가와 청해진해운을 상대로 낸 손해배상 소송에서 희생자 1명당 위자료 2억원씩 지급하라고 판결했다. 소송에 나선 유족들은 국가의 책임을 법적으로 판단받겠다며 정부가 지급한 배상금을 거부..
01500601.20180719050150003	20180719	매일신문	"[사설] 해병대 헬기 사고 수습, 세월호 참사 닮아가나"	"해병대 상륙기동헬기인 ‘마린온’ 추락 사고와 관련해 청와대, 국방부, 군부대의 수습 과정이 엉망진창이다. 어이없는 사고로 해병대원 5명이 사망했음에도, 청와대는 오히려 ‘수리온’ 헬기의 우수성을 홍보하는 ‘망언’을 했으니 황당하기 짝이 없다. 국방부와 군 당국은 현장 비공개는 물론이고 상세한 브리핑조차 하지 않고, 책임 회피에만 급급한 모습이다. 이런 .."
01100611.20180705034224001	20180705	서울신문	[사설] 현직 장성이 세월호 유족 사찰 기무사 전면 개조해야	현직 국군기무사령부(이하 기무사) 장성이 세월호 참사 당시 태스크포스(TF)를 만들어 조직적으로 유족 등 민간인을 사찰한 정황이 서울신문 취재 결과 드러났다. 당시 TF 구성원 60여명 대부분이 현직 군인이며 그중 한 영관급 장교는 장성으로 진급한 것으로 추가로 밝혀졌다. 송영무 국방부 장관이 어제 국방부에서 주재한 ‘긴급 공직기강 점검회의’에서 “과거..
01400501.20180513233558001	20180513	중부일보	"[사설] 바로 선 세월호, 진실도 바로 세워야"	통한의 세월호가 4년 만에 바로 섰다. 4년이란 긴 시간 동안 바닥과 닿아있던 좌현이 모습을 드러낸 순간 유가족들과 지켜보는 사람들이 눈물을 쏟아냈다. 좌현 4층 남학생들이 머물렀던 객실 쪽에서 5명의 미수습자가 수습되길 바라는 마음은 모두가 같을 것이다. 이곳은 단원고 남학생 2명이 있을 곳으로 추정되는 곳이다. 유가족들과 기자들이 들어가 살펴 본 좌..
01100801.20180511012159001	20180511	조선일보	[사설] 세월호 정치 이용 중에 작년 해난 사고 사상 최다	"바로 세워진 세월호 선체 좌현엔 아무런 외부 충돌 흔적이 없었다. 잠수함 충돌설 등이 어처구니없는 괴담이란 사실이 다시 한 번 확인됐다. 세월호 침몰 원인은 검경 수사로 전모가 드러났다. 배 상부 증축, 평형수 부족, 대형 화물 고박 부실에 운항 미숙이 겹쳐진 사고였다. 이렇게 되면 배는 침몰할 수밖에 없다. 그런데도 이를 믿지 않고 지금 네 번째 '조.."
01600501.20180511014100002	20180511	무등일보	"사설(상)바로 선 세월호, 침몰원인 등 규명되길 바란다"	"마침내 세월호가 바로 섰다. 출항한 지 4년, 암흑의 바다속으로 침몰했다가 지난해 3월 인양돼 목포 신항으로 옮겨져 거치된 이후 1년여만이다. 세월호 직립작업이 무사히 이뤄지면서 미수습자 수색과 침몰 원인 등 미궁에 빠진 진실찾기가 탄력을 받을 것으로 전망된다.
세월호 선체조사위원회(선조위)와 직립 용역업체인 현대삼호중공업은 10일 오후 12시 10분 .."
01500701.20180511191448002	20180511	부산일보	"[사설] 바로 선 세월호, 진실도 남김없이 바로 세워야"	"바닷속에서 3년, 지상에서 1년, 4년 동안이나 왼쪽으로 쓰러져 있던 세월호가 바로 서기까지 1486일이 걸렸다. 어제 세월호 선체조사위원회(선조위)는 목포신항만에 거치된 세월호 선체를 94.5도까지 세우는 데 성공했다. 지난 2월 초 선체 직립 작업을 시작한 지 3개월여 만이다. 
 
세월호의 좌측이 처음으로 모습을 드러낸 만큼 아직 가족 품에 돌아오.."
01100101.20180510204536003	20180510	경향신문	"[사설]바로 세워진 세월호, 침몰의 진실이 밝혀지는 계기돼야"	세월호 선체가 마침내 바로 섰다. 침몰한 지 4년 만이자 목포신항에 눕혀져 거치된 지 1년1개월 만이다. 세월호 선체조사위원회의 용역을 받은 현대삼호중공업은 10일 오전 9시부터 세월호를 바로 세우기 시작해 3시간10분 만에 작업을 마무리했다. 세월호 직립(直立)은 육상 거치와 마찬가지로 고난도 작업이었다. 1만t급 해상 크레인이 균형을 유지하지 못하면..
01101001.20180510182908001	20180510	한겨레	"[한겨레 사설] 1485일 만에 바로 선 세월호, 진실도 바로 서길"	마치 그날 닿지 못했던 제주도를 향해 다시 떠나기라도 할 수 있을 것 같았다. 10일 목포신항에서 3시간10분에 걸친 작업 끝에 마침내 세월호가 우리 눈앞에 바로 섰다. 많은 국민들이 생명과 안전의 가치가 스러졌던 우리 사회가 다시 일어서고 있다는 심정 아니었을까. 이제 미수습자 수색과 진실 규명에 한점 아쉬움이나 의혹이 남지 않도록 최선을 다해야 할 ..
01100801.20180425004342002	20180425	조선일보	[사설] 민변 참여연대 출신 세월호 위원장은 훈장도 특권	"오늘 제55회 법의 날 행사에서 1기 세월호특별조사위원장 출신인 이석태 변호사가 국민훈장 무궁화장을 받는다. 앞서 대한변협은 하창우 전 변협 회장을 1순위로, 이 변호사를 3순위로 법무부에 추천했지만 법무부가 3순위인 이 변호사를 1순위로 바꿔 국무회의에 올렸고 국무회의에서 법무부안대로 통과시켰다. 그동안 변협 회장은 특별한 사유가 없는 한 임기 후 국.."
01100801.20180423003842003	20180423	조선일보	"[사설] 4년 묵은 세월호 괴담, 정부가 다시 부추기나"	"이낙연 국무총리는 21일 전라남도 목포 신항에서 세월호 유가족을 면담한 자리에서 ""세월호 선체를 바로 세우고 나면 새로운 의혹이 봇물 터지듯 쏟아질 것""이라고 했다. 이 발언이 논란을 일으키자 총리실은 ""모든 의혹을 철저히 규명하겠다는 의미일 뿐""이라고 했지만 총리가 세월호 괴담을 부추기는 것 아니냐는 오해를 살 만한 소지가 다분하다.이 총리가 말하는 .."
01400501.20180417224912001	20180417	중부일보	"[사설] 세월호 4주기, 끝나지 않은 진실규명"	"세월호 참사 4주기를 맞아 안산과 인천에서 세월호 희생자 304명에 대한 정부 합동 영결 추도식이 열렸다. 무려 1천462일 만의 영결식이었다. 안산 시내에는 희생자를 추모하는 사이렌이 울려 추모의 마음을 더했다. 이 자리에는 유가족, 정부 지자체 주요 인사들과 5천여 명의 시민들이 모였다. 남북정상회담 준비로 영결식에 참석하지 못한 문재인 대통령은 국.."
01500401.20180417000420001	20180417	국제신문	[사설] 세월호 4주기 추도식에 불참한 자유한국당	어제 세월호 참사 4주기를 맞아 경기도 안산 정부합동분향소에서 열린 여야 지도부 추모식에 자유한국당만 불참했다. 그 시간에 한국당은 국회에서 의원총회를 열어 ‘민주당원 댓글 조작’ 사건과 외유성 출장 의혹으로 사퇴 압박을 받고 있는 김기식 금융감독원장에 대한 대응 방안을 논의했다. 지방선거 정국의 블랙홀로 불거진 두 사안의 중대성을 이해 못하는 건 아니..
01500901.20180416223145001	20180416	울산매일	"[사설] 세월호 4주기 여전한 안전불감증, 국회가 그 역할 해야"	"세월호 참사가 발생한지 4주기를 맞았다. 세월호 참사는 결코 잊어선 안되는 사고로 무능한 정부로 인해 꽃다운 청춘들이 유명을 달리했다. 세월호 7시간을 덮기 위한 정부의 거짓말은 조직적으로 이뤄졌고 당시 국가의 비상재난대책이 전무했던 것으로 드러나 충격을 주고 있다. 

아직 세월호는 끝나지 않았다. 진상규명이 제대로 이뤄지지 않은 만큼 이에 대한 명확.."
01100801.20180416002447003	20180416	조선일보	"[사설] 세월호 4주기, '정치 이용'은 할 만큼 하지 않았나"	"세월호 사고가 일어난 지 16일로 4년이 된다. 시간이 지났지만 아픔과 슬픔은 유족들을 비롯한 많은 사람 가슴속에 아직도 남아 있다. 어린 학생들 죽음을 통해 안전 문제에 대해 각성하고 시스템을 정비하는 계기로 삼아야 했지만 4년이 지난 지금 이 나라가 더 안전해졌다고 생각하는 국민은 없다. 해경을 해체했다 부활시키고, 국민안전처라는 기관을 만들었다 없.."
01100401.20180416152806002	20180416	동아일보	[사설]합동분향소 철거 이어질 세월호 4주기의 추모와 다짐	"세월호 참사 당시 경기 안산 단원고 학생들을 구출하다가 막판에 배에서 빠져나온 한 생존자는 14일 서울 광화문광장에서 열린 세월호 희생자 추모식에서 누군가가 안에 있다는 것을 알고도 돌아서 나올 수밖에 없었던 데 대해 자책감을 토로해 행사장을 숙연케 했다. 그런 자책감이 모두의 마음 한구석에 아직도 남아있는 세월호 4주기다. 
 
 오늘 경기 안산 합동.."
01100611.20180416034131001	20180416	서울신문	"[사설] 세월호 4주년, 우리는 약속을 지켰는가"	"세월호 참사 4주년을 맞았다. 아이들의 마지막 모습이 생생해서 눈물 없이는 한마디도 할 수 없는 시간이 있었다. 그 아픈 시간에도 세월의 더께는 앉았다. 벚꽃은 또 피었고, 우리 모두는 여일한 날을 살아가고 있다. 그래서 오늘만은 가던 걸음, 바쁜 손을 잠시 멈추어야 한다. 그날의 아픔이 지금 우리에게 어떤 의미로 살아 있는지 스스로 되물어 봐야 한다..."
01100701.20180416001021001	20180416	세계일보	"[사설] ‘안전 국민통합’, 아직도 세월호 숙제 풀지 못한 한국"	오늘은 세월호 참사 4주기다. 4년이 흘렀어도 그날의 아픔은 잊히지 않는다. 299명이 숨졌고 5명은 아직 가족 품으로 돌아오지 못했다. 유가족에게 지난 4년 하루하루는 ‘4월16일’이었다. 고통의 현장은 그대로인데 조문의 발길은 잦아들었다. 진도 팽목항 방파제에는 노란 리본이 나부끼고 있다. 안산 화랑유원지에 있던 정부 합동분향소는 오늘 합동영결식을 ..
01500401.20180416000604001	20180416	국제신문	[사설] 세월호 4주기 아직도 끝나지 않은 진상 규명	오늘로 세월호 참사 4주기를 맞았다. 지난 주말부터 전남 목포신항을 비롯해 전국에서 희생자들을 추모하고 참사의 교훈을 기억하자는 행사가 잇따랐다. 바닷속에 가라앉아 있던 선체는 뭍으로 올라왔지만 여전히 5명은 미수습자로 남아 있다. 정권 교체와 함께 박근혜 정부의 ‘세월호 7시간’ 의문의 일부가 드러났으나 참사의 진실은 아직도 제대로 밝혀지지 않고 있다..
01600501.20180416202124001	20180416	무등일보	"사설(상) 세월호 4주기, 진실은 아직 규명되지 않았다"	"오늘은 세월호 4주기를 맞는 날이다. 4년전 오늘 진도군 조도면 맹골수로 깊은 바다 속으로 세월호가 가라앉았다. 그 배를 타고 수학여행을 가던 꽃다운 학생들을 비롯한 수백여명의 소중한 목숨들이 속절없이 스러져 갔다. 
그날 이후 대한민국은 참으로 비통한 침묵 속으로 빠져들어야 했다. 유례없는 국가적 재난을 당해 의혹의 베일에 가려진 대통령을 필두로 국민.."
01200201.20180416201146001	20180416	경인일보	[사설]4 16 세월호 참사를 영원히 기억해야 할 이유	오늘로 4년 전 진도 앞바다에서 발생한 4 16 세월호 참사가 4주기를 맞았다. 잊으려 해도 잊을 수 없는 단원고 학생들을 비롯한 참사 희생 영령들이 하늘에서라도 안전하고 행복한 영생을 누릴 수 있기를 바라며 깊은 애도를 표한다. 오늘 안산시에 있는 정부합동분향소에서는 ‘4 16세월호참사 정부 합동 영결식’이 거행된다. 이에앞서 14일 서울 광화문광장에..
01101101.20180415050559002	20180415	한국일보	"[사설] 세월호 4주기, ‘안전한 나라’ 위해 진상규명 차분히 지켜봐야"	"오늘은 세월호 참사 4주기다. 차디찬 바닷속에 1,075일 동안 가라앉아 있던 세월호 선체가 지난해 3월 25일 뭍으로 올라왔지만 구조지연 등에 대한 의문은 여전히 풀리지 않고 있다. 단원고 학생과 교사, 일반승객 등 5명의 유골도 아직 수습되지 않았다. 정부는 사고 원인 규명과 미수습자를 찾기 위해 기울어진 선체를 바로 세우는 작업을 진행 중이다. 최.."
01101001.20180415182905001	20180415	한겨레	"[한겨레 사설] 세월호 4주기, 이제 ‘진실의 봄’을 맞을 때"	"어느덧 네번째 맞는 세월호의 봄이지만, 올해는 상징적인 변화들이 있다. 16일 경기 안산 정부합동분향소 앞에선 처음으로 정부합동 영결 추도식이 열린다. 방송들은 4년 만에 세월호 관련 뉴스들을 집중 보도하고 있다. ‘잊지 않겠다’는 국민의 목소리를 외면하고 억압했던 정부가 사라진 이제, ‘진정한 봄’을 맞기 위해 온 사회가 나아갈 때다.

 

 돌이켜.."
01400501.20180329232828001	20180329	중부일보	[사설] 진실 드러난 세월호 7시간	"세월호 참사 당일 박근혜 전 대통령의 사라진 7시간의 행적이 드러났다. 검찰이 발표한 내용을 보면 한 나라의 지도자라고는 믿을 수 없는 무능한 대응으로 일관했음을 알 수 있다. 세월호 참사 당일 박 전 대통령은 사고가 발생한지 조차 모른 채 집무실이 아닌 관저 침실에 머물고 있었다. 수차례 다급한 전화도 받지 않았고, 10시 20분에야 김장수 전 국가안.."
01500401.20180329223557003	20180329	국제신문	[사설] 검찰 수사에서 확인된 세월호 보고 조작	2014년 4월 16일 세월호 침몰 당시 박근혜 전 대통령에 대한 청와대의 보고 시간과 후속 조치 등이 사후에 모두 조작됐음이 최종 확인됐다. 박 전 대통령이 집무실이 아닌 관저 침실에 머물며 뒤늦게 상황보고를 받는 바람에 ‘구조 골드타임’을 놓친 사실도 드러났다. 국정 최고 책임자인 대통령과 청와대가 대형 재난 발생의 책임을 회피하려 대국민 사기극을 ..
01101101.20180328051021002	20180328	한국일보	[사설] 최순실과 세월호 대책회의를 한 박근혜 전 대통령	세월호 참사가 발생한 2014년 4월 16일 박근혜 전 대통령의 사고 관련 보고 및 지시 시간이 모두 조작됐음이 검찰 수사에서 드러났다. 당일 관저에 머물던 박 전 대통령은 지금까지 알려진 것과는 달리 세월호 선체가 침몰하고 나서야 첫 보고를 받았다. 사고 당일 오후에는 최순실씨가 청와대 관저에 들러 박 전 대통령과 중앙재난안전대책본부 방문 등 대처 방..
01100101.20180328204341002	20180328	경향신문	[사설]차마 믿을 수 없는 세월호 7시간 박근혜의 행태	검찰이 28일 발표한 세월호 참사 당일 박근혜 전 대통령의 대응과 행태는 너무나 충격적이다. 부실 대응과 사후 보고 시간 조작은 물론 비선 실세 최순실씨 개입까지 설마했던 일들이 모두 사실로 확인됐다. 세월호 참사 때 박 전 대통령이 최초 보고받은 것은 구조의 ‘골든타임’(오전 10시17분)을 넘긴 오전 10시20분이었다. 그것도 안봉근 전 부속비서관이..
02100601.20180127023804001	20180127	한국경제	[사설] 끊이지 않는 대형 참사 세월호 이후 달라진 게 뭔가	"또 대형 참사가 터졌다. 어제 경남 밀양 세종병원에서 불이 나 37명이 사망하고
 143명이 부상했다. 충북 제천 스포츠센터 화재로 29명이 희생된 지 고작 한 달
 만이다. 병원 1층 응급실에서 시작된 불은 3시간 만에 잡혔지만, 고령에다 거
동이 불편한 중환자들이 많아 피해가 컸다. 중상자 가운데 10여 명이 위독한 상
태여서 사망자가 더 늘 수도 .."
01500801.20171205083036002	20171205	영남일보	[사설] 세월호 이후에도 달라지지 않은 안전불감증	이번에도 안전불감증이 문제로 보인다. 지난 3일 인천 영흥도 앞바다에서 일어난 대형 참사는 세월호 사건의 악몽을 떠올리게 한다. ‘지켜주지 못해 미안해’라는 국민적 애도의 물결이 채 가시기도 전에 일어난 대형 해난사고는 인재(人災)가 아니고서는 달리 설명할 길이 없다. 세월호는 여전히 현재진행형이고 우리는 아직 세월호 이후를 입에 올릴 자격이 없다. 세..
02100501.20171205170016001	20171205	파이낸셜뉴스	"[fn사설] 낚싯배 참사, 세월호 교훈 벌써 잊었나"	"안전불감증에다 관제 구멍.. 재난방지체계 뜯어고쳐야 

 

 

 
 
 또 해난 사고로 13명의 귀한 인명이 희생되고 두 명은 실종됐다. 3일 인천 영흥도 바다에서 22명이 탄 낚싯배 '선창1호'가 급유선과 충돌해 전복되면서다. 불가항력의 천재가 아니라 인재 징후가 드러난 게 문제다. 정원 5명 어선을 무리하게 개조해 화를 키웠다면 말이다. 급유선 .."
