식별자	일자	언론사	기고자	제목	통합 분류1	통합 분류2	통합 분류3	사건/사고 분류1	사건/사고 분류2	사건/사고 분류3	인물	위치	기관	키워드	특성추출	본문	URL	분석제외 여부
01100901.20181228002612002	20181228	중앙일보		"[사설] 최저임금법 시행령 개정, 꼭 무리하게 강행해야 하나"	미분류								"청와대,국무회의"	"개정,최저,임금,시행령,무리,강행,새해,얼마,인상,최저임금,10.9%,먹구름,16.4%,인상,경제,시한폭탄,초침,정부,태평,최저임금,산정,유급,휴일,포함,명시화,개정안,최저,임금,시행령,국무,회의,의결,태세,약정휴일,계산,속도조절,고집,청와대,정부,산업현장,그동안,적용,환산,기준,반영,부담,기업,주장,현장,인식,소상공인,사이,영세,자영업자,주휴,수당,지급,제대로,현실,사정,측면,주휴수당,지급,시간,근로자,최저임금,실질,내년,8350원,1만,주휴수당,업주,입장,33%,대기업들,상황,자동차업계,시행령,개정,강행,내년,인건비,6개월,임금체계,사업장,노조,동의,기업,부담,개정,시행령,발효,대기업,소상공인,기업주,범법자,가능성,유급휴일,실제,근로,시간,적용,법원,법리,판단,사법처리,시행령,재단,지적,배경,예견,부작용,외면,개정,시행령,강행,사회,합의점,주휴수당,기형,임금체계,원점,개선,방안,모색"	"시행령,최저임금,주휴수당,임금체계,소상공인,유급휴일,합의점,기업주,근로자,6개월,자영업자,1만,개정안,사업장,부작용,약정휴일,속도조절,시한폭탄,청와대,산업현장,범법자,가능성,제대로,대기업,그동안,명시화,대기업들"	새해가 얼마 남지 않았지만 최저임금 10.9% 인상에 따른 먹구름은 짙어지고 있다. 올해 16.4% 인상에 휘청거린 우리 경제가 또 어떤 일을 겪을지 두렵기조차 하다. 시한폭탄 초침은 째깍째깍 가고 있는데 정부는 태평이다. 최저임금 산정에 유급휴일 포함을 명시화한 최저임금법 시행령 개정안을 31일 국무회의에서 그대로 의결할 태세다. 고작 약정휴일을 계산..	http://news.joins.com/article/olink/22835933	
02100501.20181228171309001	20181228	파이낸셜뉴스	곽인찬	"[fn사설] 최저임금법 시행령 개정, 보류가 옳다"	사회>사회일반						"박용만,홍남기"	"만들라,부리면"	"일자리정부,소상공인연합회,대한상의,고용부,고용노동부,국무회의,대법원"	"개정,최저,임금,시행령,보류,주휴,수당,혼선,정부,국무,회의,개정안,최저,임금,시행령,의결,예정,홍남기,경제부총리,시행령,기업,추가,부담,경영계,반응,박용만,대한상의,회장,최저,임금,계산,대법원,판례,실제,주휴시간,최저임금,계산,얘기,소상공인연합회,위헌,소송,카드,검토,정부,경영계,평행선,주휴,수당,논란,기억,가지,내년도,최저임금,10.9%,사실,기업,자영업자들,생존,지경,마당,고용노동부,시행령,개정,상처,소금,고용부,일자리,요즘,고용부,일자리,부서,시행령,개정,고용부,일자리정부,이해,시장,반응,정부,추가,부담,사업주들,주휴수당,가정,출발,현장,주휴수당,영세업자들,편의점,알바,60%,주휴수당,통계,주휴수당,하루,시간,알바,성행,미만,주당,시간,주휴수당,맹점,이용,정부,정책,모순덩어리,부작용,예산,세금,해결,정부,9조,원짜리,자영업자,지원대책,정책,시행령,개정,말썽,부리면,세금,최저임금,실험,2년,연속,자릿수,인상,국무,회의,개정,최저,임금,시행령,보류"	"시행령,주휴수당,최저임금,고용부,일자리,경영계,박용만,원짜리,편의점,9조,개정안,부작용,홍남기,소상공인연합회,자릿수,자영업자,자영업자들,영세업자,모순덩어리,경제부총리,사업주들,대한상의,부리면,지원대책"	"주휴수당 혼선이 끊이지 않는다. 정부는 오는 31일 국무회의에서 최저임금법 시행령 개정안을 의결할 예정이다. 홍남기 경제부총리는 26일 시행령을 바꿔도 ""기업에 추가 부담이 없다""고 말했다. 경영계 반응은 다르다. 같은 날 박용만 대한상의 회장은 ""(최저임금 계산이) 대법원 판례를 따라야 한다""고 말했다. 실제 일하지 않은 주휴시간을 빼고 최저임금을 계.."	http://www.fnnews.com/news/201812271710270786	
01101001.20181226183820001	20181226	한겨레		[사설] ‘최저임금 억지’ 조목조목 반박한 홍남기 부총리	사회>노동_복지						"홍,홍남기"	고연봉	"현대자동차,국회,대법원"	"최저,임금,억지,조목조목,반박,홍남기,부총리,정부의,최저,임금,시행령,개정안,논란,홍남기,경제부총리,경제,활력,대책,회의,입장,경제단체,보수언론,주장,조목조목,반박,근거,논리,경제단체,보수언론,시행령,개정,기업,최저임금,부담,주장,부총리,시행령,개정,핵심,30년,노사,산업현장,일관,적용,시간,환산,기준,시행령,반영,설명,월급,지급,최저임금,시급,환산,주휴수당,법정,주휴,수당,주휴시간,계산,방식,제정,최저,임금,행정,해석,적용,혼선,시행령,명문화,최저임금,국회,5월,경영계,유리,최저임금법,개정,법정,주휴,시간,포함,209시간,전제로,경제단체,보수언론,요구,시행령,환산,환산,법정,주휴,시간,최저임금,15~20%,가량,내년,최저임금,월급,기준,174만,8350원,209시간,150만,수준,수준,사실상,최저,임금,삭감,주장,정부,요구,정부,시행령,노사,단체,협약,약정,휴일,수당,휴일시간,환산,제외,환산,현대자동차,대기업,고연봉,노동자,최저임금,적용,모순,주장,부총리,기본급,유지,각종,수당,보충,임금체계,최저임금,정책,반박,기업,최저,임금,위반,연장근로수당,기본급,최소화,결과,실제,최저임금,경제단체,보수언론,고연봉,노동자,최저임금,본질,정부,의사,임금체계,개편,기업,6개월,유예기간,최저임금,처벌,기업,노사,기회,작업,임금체계,개편,경제단체,보수언론,시행령,개정안,대법원,판례,주장,선후,주장,법원,법률,재판,법률,법정,주휴,시간,조항,판결,시행령,개정,혼선,조처,최저임금,수준,정책,판단,영역,법원,저임금,노동자,최저생계비,수준,보장,정부,국회,사회,논의,결정,사안,경제단체,보수언론,억지,주장,별개,최저임금,2년,연속,영세기업,자영업자들,부담,부총리,일자리안정자금,근로장려금,사회,보험료,지원,최저임금,인상,대비,확보,9조,패키지,재정,지원,집행,정부,지원,대책,영세기업,자영업자들,실질적,도움,현장,제대로,집행,미흡,보완책,만전,기사,법정주휴수당,홍남기,부총리,법정,주휴,수당,포함,최저시급,산정,기사,초봉,5천만,대기업,불법,기본급,기형,임금,체계"	"최저임금,시행령,임금체계,부총리,최저임금법,경제단체,기본급,홍남기,보수언론,주휴시간,대기업,고연봉,노동자,개정안,정부의,9조"	"정부의 최저임금법 시행령 개정안을 두고 논란이 일고 있는 가운데, 홍남기 경제부총리가 26일 경제활력대책회의에서 입장을 밝혔다. 일부 경제단체와 보수언론의 주장을 조목조목 반박했는데, 그 근거와 논리가 명쾌하다.

 일부 경제단체와 보수언론은 시행령 개정으로 기업의 최저임금 부담이 커지게 됐다고 주장한다. 이에 대해 홍 부총리는 “시행령 개정의 핵심은 .."	http://www.hani.co.kr/arti/opinion/editorial/875874.html	
01300201.20181226004442001	20181226	강원일보		"[사설]현실과 동떨어진 `최저임금', 강행한다고 해결되나"	사회>노동_복지						이재갑		"정부서울청사,고용노동부,국무회의"	"현실,최저임금,강행,해결,정부,요구,주휴,시간,제외,수용,경영계,소상공인,기업,반발,나라,경제,감당,결정,최저임금제도,국가,노사,임금,결정,개입,임금,최저,수준,사용자,수준,임금,지급,강제,저임금,근로자,보호,제도,1988년,최저임금,보장,근로자들,취지,전적,동의,최저임금제도,정착,뿌리,만큼,공감,정책,방향,정책,시행,국민,불편,최소화,배려,장관,이재갑,고용노동부,정부,서울청사,개정안,최저,임금,시행령,심의,국무회의,브리핑,국무회의,주휴시간,개정안,산정,임금,포함,정부,최저임금,산정,주휴,유급,처리,휴무시간,제외,중소기업,소상공인업계,요구,결국,주휴시간,포함,유급휴일,8시간,반영,1주일,40시간,48시간,최저시급,계산,경영계,소상공인들,반발,최저임금,시간당,계산,근로시간,임금,최저임금,기준,약정,주휴,시간,근로시간,200여시간,최저임금,20%,인상,정도,효과,정부,차례,30%,내년,50%,효과,최저임금,인상,발생,경영계,소상공인들,반발,사태,정부,정치권,책임,최저임금,인상,영세자영업자들,충격,과소평가,무시,대책,마련,정부,최저임금,저소득층,소득,소비,일자리,증가,낙관론,안주,자영업자들,최저임금,인상,비용,직원,감원,결과,고용쇼크,정부,소상공인들,충격,최소화,마련,일자리안정자금,역할,영세,자영업자,입장,과도,임대료,인상,대기업,프랜차이즈,갑질,제어,상태,인건비,상황,정부,근로자들,보호,자신들,어려움,외면,소상공인들,비판,목소리,최저임금,인상,경제,최저임금,나라,경제,감당,현장,만큼,간과,논란,반복,자체,경제정책,평가"	"최저임금,주휴시간,소상공인들,경영계,개정안,일자리,만큼,근로자,국무회의,시행령,근로시간,경제정책,고용노동부,이재갑,1주일,최소화,대기업,자영업자,최저임금제도,근로자들"	"정부, 주휴시간 제외 요구 끝내 수용 안 해 
 경영계 소상공인 “기업하기 어렵다” 강력 반발
 나라 경제가 감당할 수 있는 선에서 결정돼야

 최저임금제도는 국가가 노사 간의 임금 결정 과정에 개입해 임금의 최저 수준을 정하고, 사용자에게 이 수준 이상의 임금을 지급하도록 법으로 강제함으로써 저임금 근로자를 보호하는 제도로 1988년 도입됐다. 최저임.."	http://www.kwnews.co.kr/nView.asp?s=301&aid=218122500009	
01101101.20181225050507002	20181225	한국일보		"[사설] 최저임금법 시행령 수정안, 논란과 충격의 불씨는 그대로다"	사회>노동_복지							수정안	"애초,고용노동부,수정안,국회,국무회의,대법원,현대모비스"	"수정안,최저,임금,시행령,논란,충격,불씨,정부,국무회의,최저임금,계산,약정휴일,제외,수정안,최저,임금,시행령,재심의,개정안,최저임금,적용,소정근로시간,소정근로시간,유급,처리,합산,심의,보류,국무회의,재상정,수정안,기준,주휴,수당,지급,일요일,8시간,토요일,4시간,8시간,사업장별,노사,임금,지급,합의,휴일시간,임금,계산,포함,수정안,최저임금,계산,유급휴무,경영계,요구,고용노동부,행정해석,시행령,구체화,주휴시간,최저임금,계산,포함,그간,대법원,판결,감안,경영계,불만,속도조절,최저임금,인상,관련법,개정,의욕,야당,입법,침해,반발,공방,국회,가능성,최저임금,계산,약정휴일,주휴시간,제외,대법,판결,부합,입장,경영계,현대모비스,대기업,최저임금,위반,법제,허점,비난,고용노동부,지적,사례,기본급,상여금,수당,왜곡,급여체계,기본급,상여금,급여,체계,주기,상여금,지급,단위,변경,해결,노사,기업,발상,태도,해결,논란,불씨,정부,부처,격론,기업,부담,조금,애초,고용노동부,후퇴,결정,평가,고용노동부,단축,이날,노동시간,기업,고충,탄력근로제,기업,탄력,근로제,시점,개정법,시행,노력,노동시간,단축,기업,내년,3월,방침,계도기간,연장,최저임금,인상,노동시간,단축,정책,방향,유지,충격,완화,정책,수단,활용"	"최저임금,고용노동부,시행령,수정안,경영계,상여금,노동시간,국무회의,약정휴일,시간date,개정법,계도기간,기본급,탄력근로제,소정근로시간,주휴시간,재심의,일요일"	정부가 24일 국무회의를 열어 최저임금 계산 시 약정휴일을 제외하는 내용의 최저임금법 시행령 수정안을 재심의하기로 했다. 당초 개정안은 최저임금 적용 시간을 현재의 ‘소정근로시간’에서 ‘소정근로시간과 그 외 유급으로 처리되는 시간을 합산한 시간 수’로 바꾸는 내용이었으나 심의가 보류됐다. 31일 국무회의에 재상정될 수정안은 주휴수당 지급 기준인 일요일 ..	http://www.hankookilbo.com/news/npath/?did=KP	
01100611.20181225034051001	20181225	서울신문		"[사설] 노사, 최저임금법 시행령 수정안 수용해야"	미분류								"국무회의,국회"	"노사,최저,임금,시행령,수정안,수용,법정,주휴일,최저임금,산정,임금,포함,노사,합의,약정휴일,토요일,제외,개정안,최저,임금,시행령,수정안,시간,기준,8350원,시간당,최저임금,기업,대상,최저,임금,처벌,정부,국무회의,개정안,최저,임금,시행령,논의,국무,회의,의결,예정,이날,국무,회의,임금체계,개편,시정,기간,최대,6개월,부여,예정,연말,종료,시간,근로제,계도,기간,내년,3월,통과,수정안,최저임금,상승,인건비,부담,반발,경영계,고충,차선책,차관회의,통과,시행령,개정안,국무회의,통과,일반적,최저임금,인상,인건비,부담,자영업자,폐업,부작용,주장,정부,속도조절,법정,주휴,시간,포함,근로시간,209시간,노동계,입장,반영,경총,임시방편,접근,의미,방안,사용자,단체,수정안,비판적,경제,불황,최저임금제,부인,논란,확산,재계,산입범위,6월,최저,임금,산입,범위,지급,상여금,복리후생비,최저임금,포함,사용자,단체,요구,반영,시간,근로제,적용,3개월,유예,임금체계,개편,시정,기간,최장,6개월,적응,차제,국회,최저,임금,산입,범위,적용,시행령,위임,입법,불일치,해소,국회,개정,6월,최저,임금,개정,최저임금,산입,범위,적용,정부,위임,노사,갈등,사안,시행령,행정입법,위임,국회,충분히,토의,부작용,최소화,논란,주휴수당,근로,기준,법정,수당,산업화,시대,저임금,구조,근로자,생계,보장,선진국,수당,기본급,흡수,정책,보완,기본급,상여금,구성,왜곡,임금체계,기회,합리적,5000만,연봉자,논란,최저,임금,위반,제기,기업,기본급,급여,40%"	"최저임금,시행령,수정안,기본급,임금체계,국무회의,부작용,6개월,상여금,근로제,근로자,개정안,산입범위,시간date,인건비,사용자,3개월,시간당"	법정 주휴일은 최저임금 산정을 위한 시간과 임금에 포함하되 노사가 합의로 정하는 약정휴일(주로 토요일)은 제외하는 최저임금법 시행령 개정안의 수정안이 나왔다. 이 안대로라면 월 209시간을 기준으로 시간당 최저임금 8350원을 주지 않는 기업은 최저임금법 처벌 대상이다. 정부는 어제 국무회의에서 이런 내용의 최저임금법 시행령 개정안을 논의하고 31일 국..	http://www.seoul.co.kr/news/newsView.php?id=20181225027014	
01100401.20181225030132001	20181225	동아일보		"[사설]최저임금 시행령案, ‘속도조절’한다더니 가속페달 밟았다"	미분류						"문재인,홍,홍남기"	수정안	"간담회,고용부,고용노동부,수정안,국회,국무회의,국무조정실,산업통상자원부"	"최저임금,시행령,속도조절,가속페달,주재,이낙연,국무총리,국무회의,고용노동부,제출,개정안,최저,임금,시행령,심의,보류,이달,마지막,국무회의,고용부,마련,개정안,근로시간,기준,현행,174시간,현행,시간,법정,주휴,시간,일요일,공휴일,노사,합의,약정,주휴,시간,토요일,최대,243시간,최대,시간,이날,국무회의,고용부,약정,주휴,시간,법정,주휴,시간,포함,수정안,마련,입법예고,재상정,주문,최저임금,시간당,계산,근로시간,임금,최저임금,기준,약정,주휴,시간,근로시간,209시간,최저임금,20%,인상,효과,정부,차례,30%,내년,50%,효과,최저임금,인상,발생,정도,재계,낙담,심경,공식,입장,엄살,최저임금,30%,고용,참사,감소,저소득층,소득,폐업,자영업자,무더기,부작용,속출,문재인,대통령,일주일,확대,경제,장관,회의,속도조절론,시사,정부,추진,개정안,최저,임금,시행령,최저임금,인상,브레이크,정반대,가속페달,홍남기,경제부총리,국무회의,23일,고용부,장관,산업통상자원부,장관,국무조정실장,간담회,수정안,마련,포함,법정,주휴,시간,강제적,사업장,적용,기준,약정,주휴,시간,대기업,노조,입김,사업장,노사,합의,적용,사안,수정안,경영계,목소리,반영,생색,몸통,깃털,양보,부총리,취임,기업,활력,강조,경제,원톱,자처,조정능력,정도,실망,논란,최저임금,산입,범위,국회,근로시간,기준,고용부,국회,결정"	"최저임금,국무회의,고용부,근로시간,시행령,수정안,개정안,가속페달,사업장,일주일,저소득층,자영업자,이낙연,국무총리,대기업,깃털,조정능력,문재인,부총리,부작용,속도조절론,재상정,정반대,홍남기"	어제 이낙연 국무총리 주재로 열린 국무회의는 고용노동부가 제출한 최저임금법 시행령 개정안에 대한 심의를 보류하고 이달 31일 올해 마지막 국무회의로 넘겼다. 당초 고용부가 마련한 개정안은 근로시간 기준을 현행 월 174시간에서 ‘법정 주휴시간’(일요일과 공휴일)과 노사가 합의한 ‘약정 주휴시간’(토요일)을 합쳐 최대 월 243시간으로 하는 것이었다. 이..	http://news.donga.com/3/all/20181224/93433708/1	
01100101.20181224204537001	20181224	경향신문		[사설]‘최저임금 마녀사냥’ 이제 그만하라	사회>노동_복지	 사회>장애인						수정안	"경총,한국경영자총협회"	"최저,임금,마녀,사냥,정부,최저임금,산정,법정,주휴,시간,포함,노사,합의,약정휴일,제외,방향,최저,임금,시행령,개정,결정,정부안,약정휴일,산정,포함,재계,부담,주장,제외,약정휴일,수당,제외,산정,시행령,개정,최저,임금,제정,30년,행정해석,적용,월급,노동자의,방식,전환,산정,법제화,재계,시행령,개정,최저임금,주장,재계,대표,한국경영자총협회,경총,수정안,정부의,제공,최저,임금,산정,근로,임금,제외,반발,경총,주장,근로,제공,임금,주휴시간,겨냥,주휴시간,제정,근로기준법,제정,일주일,15시간,시간,노동자,하루,8시간,유급휴일,제도,재계,주장,노동자들,월급,주휴시간,노동시간,제외,시급,기업,입장,임금,최저임금,충족,실제,주휴,시간,제외,최저임금,수준,월급,노동자,임금,16%,삭감,최저임금,위반,결과,초래,결국,재계,주장,최저임금,논란,계기,유급휴일,제도,사실상,유급,휴일,제도,개편,논의,최저임금,별개,노동급여,기본,체제,재계,산정방식,대기업,노동자들,연봉,최저임금,위반,적발,주장,대기업,산정,각종,수당,기준,기본급,최소화,상여금,임금체계,발생,연봉,최저임금,위반,정상,최저임금,기형적,임금체계,개선,해결,재계,저임금,노동자,인간적,최저임금,만악,근원,행태"	"최저임금,노동자,주휴시간,시행령,유급휴일,약정휴일,임금체계,경총,대기업,노동자들,정부의,노동자의,저임금,최소화,행정해석,기본급,상여금,수정안,노동급여,한국경영자총협회,만악,정부안,근로기준법,일주일,사실상"	정부가 24일 최저임금 관련 시급 산정에 법정 주휴시간은 포함하되 노사 합의로 정하는 약정휴일 시간은 제외하는 방향으로 최저임금법 시행령을 개정키로 결정했다. 당초 정부안은 약정휴일도 시급 산정에 포함하는 것이었지만 재계 등에서 부담이 커진다고 주장해 이는 제외했다. 하지만 약정휴일의 시간과 수당이 모두 제외되기 때문에 시급 산정은 당초 안에서 달라지는..	http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201812242043015&code=990101	
01100501.20181224122004003	20181224	문화일보		<사설>최저임금 시행령 ‘유급휴일 폭탄’ 완전 폐기해야 한다	국제>국제일반	 사회>사회일반					"문재인,이낙연,홍남기"	수정안	"현대자동차,고용부,기아자동차,고용노동부,분기점,국무회의,대법원,한국경영자총협회"	"사설,최저임금,폭탄,시행령,유급,휴일,완전,폐기,정부,이낙연,총리,주재,국무회의,고용노동부,개정안,최저,임금,시행령,심의,수정안,마련,의결,판례,대법원,참조,법정,최저임금,산정,방식,제외,골자,최저임금,폭탄,방치,극력,반대,산업계,반발,미흡,개정안,여부,최저임금,위반,환산,기준,시간,유급휴일,포함,주당,유급,휴일,기업,2일,16시간,근로자,실제,시간,유급휴일,포함,243시간,고용부,원안,적용,유급휴일,2일,현대자동차,기아자동차,평균,연봉,9200만,9300만,8200명,최저임금,미달,내년,최저임금,추가,40%,대다수,기업,범법자,한국경영자총협회,경제단체,철회,요구,배경,대법원,근로시간,최저임금,산정,유급휴일,포함,판결,고용부,시행령,법원,초법적,조치,최저임금,16.4%,산업,현장,쑥대밭,소상공인,5곳,1곳,직원,자영업자,폐업,100만,10.9%,내년,최저임금,유예,파급력,폭탄,재간,문재인,대통령,얼마,얼마,최저임금,실태조사,지시,홍남기,경제부총리,최저,임금,보완,약속,이날,국무회의,경제정책,방향,가늠,분기점,정작,대통령,정작,휴가,불참,인건비,상황,일자리,사정,완전,폐기,보완,대책,마련,혁신,뒷전,노동계,눈치,무기력,내년,경제"	"최저임금,시행령,유급휴일,대법원,개정안,정작,국무회의,고용부,1곳,경제단체,한국경영자총협회,이낙연,실태조사,인건비,쑥대밭,소상공인,노동계,9200만,산업계,자영업자,뒷전"	"정부가 24일 이낙연 총리 주재로 국무회의를 열어 고용노동부가 올린 최저임금법 시행령 개정안을 심의한 끝에 수정안을 마련, 오는 31일 의결키로 했다. 지난 10월 대법원 판례를 참조해 법정 주 휴일 외 약정 휴일에 대해서는 최저임금 시급 산정 방식에서 제외하는 것이 골자다. 그러나 일부만 고치는 식으론 최저임금 폭탄을 방치하는 것일 뿐, 극력 반대해온.."		
01100611.20181224034145001	20181224	서울신문		"[사설] 최저임금법 시행령 개정, 국회 논의 반영해야"	사회>사회일반						"김학용,문재인"		"국회,한국은행,소상공인연합회,국무회의,대법원,환노위"	"개정,최저,임금,시행령,반영,국회,논의,정부,최저임금,산정,근로시간,유급휴일,포함,개정안,최저,임금,시행령,국무,논의,개정안,통과,1일,내년,1월,1일,시행,내년,최저임금,10.9%,시간당,개정안,근로,기준,주휴일,일요일,8시간,포함,시간,기준,최저임금,내년,최저임금,법정액,20%,1만,주장,경영계,주휴일,최저임금,산정,포함,시행령,개정안,실제,임금,산정,포함,대법원,판례,상충,논란,대상,환노위원장,김학용,국회,환노,위원장,입법권,침해,상위법,개정,시행령,처리,촉구,주휴일,포함,최저임금,인상,근로자,생계,보장,측면,명분,정책,문재인,대통령,확대경제장관회의,최저임금,인상,노동시간,단축,조치,보완,강구,언급,부작용,속도조절론,최저임금,인상,속도,조절,한국은행,이달,최저,임금,인상폭,소득,저임금,근로자,보고서,소상공인연합회,최저,임금,인상,실태조사,소상공인,영향,실태,조사,조사,대상,사업체,17%,204곳,직원,정부,최저임금법,취지,최저,임금,보호,저임금,근로자,일자리,부작용,시행령,개정,국회,논의,상황,경제,현실,감안,경기침체,경기침체,최저임금,인상,여파,폐업,자영업자,100만,예상,상황,기업,일요일,토요일,유급휴일,만큼,기업,유급,휴일,실태,파악,최저임금,부담,인상,정도,최저,임금,위반,시정,기간,신축적,현실성,조치,마련"	"최저임금,시행령,최저임금법,주휴일,개정안,근로자,유급휴일,일요일,저임금,부작용,경기침체,인상폭,1만,사업체,경영계,소상공인,법정액,김학용,소상공인연합회,시간당"	정부가 최저임금을 산정하는 근로시간에 유급휴일을 포함하는 최저임금법 시행령 개정안을 오늘 국무회의에서 논의한다. 개정안이 통과한다면 내년 1월 1일부터 시행된다. 내년 최저임금은 올해보다 10.9%가 올라 시간당 8350원이다. 문제는 개정안에 근로기준법상 주휴일(일요일 8시간)을 포함해 월 209시간을 기준으로 최저임금을 따진다는 것이다. 이렇게 되면..	http://www.seoul.co.kr/news/newsView.php?id=20181224031009	
01100901.20181224000617001	20181224	중앙일보		[사설] 자영업자 100만명 폐업 최저임금 악몽 끝내야	국제>국제일반						"문재인,홍남기"		"경영자총협회,공동성명,소상공인연합회,기획재정부,경제장관,고용노동부,국무회의"	"자영업자,폐업,최저임금,악몽,엄마,아빠,자녀,자녀,혼란,메시지,우왕좌왕,회사,민간,나랏일,두말,일관성,메시지,기업,국민,시장,경제,목소리,기업,혼선,최저임금,엇박자,대표적,문재인,대통령,고용노동부,속도,최저,임금,인상,실태조사,지시,최저임금,내년,2년,29%,인상률,기록,경제,현장,충격,취지,충격,확인,자영업자들,인건비,증가,비명,일용직,임시직,단시간,근로자,최저임금,인상,후폭풍,고용,참사,비명,사상,폐업,자영업자,100만,전망,귀결,폐업,개업,대비,자영업,폐업률,90%,육박,전망,와중,정부,차관회의,개정안,최저,임금,시행령,확정,소식,개정안,골자,월급,근로자,여부,최저임금,위반,환산,기준시간,유급휴일,포함,임금,수당,차지,대기업,충격,정부안,강행,연봉,근로자,최저임금,위반,코미디,얘기,소상공인연합회,경영자총협회,경제단체,한목소리,시행령,개정안,반대,공동성명,현장,목소리,대통령,지시,속도,점검,정부,차관회의,행동,정부,경제,사령탑,장관,홍남기,기획재정부,현장,제기,국무회의,하루,경제장관회의,소집,점검,비공개회의,조율,정부,국무회의,개정안,최저임금,시행령,의결,안건,중요,발언,대통령,정책,결정,일관성,대통령,정부,산업계,애로사항,제대로,발언,헛말,정부,경제,단체,애로사항,무리,정책,계도기간,근로시간,단축,내년,상반기,연장,정부,방침,공식화,노동계,눈치,정부,엇박자,논란,해소,기업,시장,불확실성,일관,메시지,실천,최저임금,악몽"	"최저임금,경제단체,시행령,개정안,근로자,차관회의,애로사항,일관성,엇박자,국무회의,단시간,자영업자들,홍남기,근로시간,기획재정부,후폭풍,고용노동부,유급휴일,소상공인연합회"	"엄마와 아빠가 자녀에게 하나의 일을 두고 다른 말을 하면 어떻게 될까. 자녀는 혼란스러운 메시지에 어쩔 줄 몰라 우왕좌왕하게 된다. 회사도 마찬가지다. 민간의 일이 이런데 나랏일은 두말해 무엇하랴. 일관성 있는 메시지를 기업과 국민, 시장에 내놓아야 경제가 굴러간다. 그렇지 않고 끝없이 다른 목소리가 나오면 기업은 혼선을 피하기 어렵다. 
 
 최근 최.."	http://news.joins.com/article/olink/22825124	
01500901.20181223223729002	20181223	울산매일	iusm	"<사설>최저임금 상승, 늘어나는 초단시간 노동자 외면 말아야"	사회>노동_복지	 사회>여성							"소상공인연합회,국민연금,국회"	"사설,최저임금,상승,외면,초단시간,노동자,인상,내년,최저임금,소상공인들,시름,소상공인연합회,최저,임금,인상,실태조사,소상공인,영향,실태,조사,조사대상,전국,1204개,소상공인,사업체,60.4%,매출,응답,최저임금,7,530원,전년,대비,16.4%,상승,내년,10.9%,인상,업계,소상공인들,최저임금,상승,내년,하루,시간,고용,아르바이트,2~3시간,계획,대책,마련,분주,상황,아르바이트,시간,고용,주휴수당,지급,주당,노동시간,시간,미만,초단,시간,노동자,주휴,퇴직금,지급,국민연금,포함,4대,보험,의무,가입,대상,음식점,PC방,업종,초단,시간,노동자,고용,하루,시간,주말,이틀,7시간,고용,공고,확인,부담,인건비,각종,수당,지급,초단,시간,노동자,채용,초단,시간,노동자,공공부문,초등학교,교사,스포츠,강사,오랫동안,지적,수입,초단시간,노동자의,평균,30만,40만,수준,소상공인,입장,궁여지책,근로시간,이익,손실,초단시간,노동자의,근로기준법,사각지대,비판,제기,근로자,7월,초단,시간,고용보험,가입,의무화,보험료,혜택,악순환,6개월,지속,초단시간,노동자,수당,보험혜택,법안,국회,계류,연내,처리,경제상황,최저임금,상승,어려움,초단시간,노동자,현실,외면,정치권,자제들,초단,시간,근로자,정쟁,청년일자리,소외,노동자,통과"	"노동자,최저임금,소상공인,노동자의,근로자,근로기준법,인건비,6개월,소상공인들,4대,경제상황,소상공인연합회,사업체,근로시간,분주,궁여지책,30만,청년일자리"	"내년 최저임금 인상을 앞두고 소상공인들의 시름이 깊어지고 있다. 지난 23일 소상공인연합회가 밝힌 '최저임금 인상에 따른 소상공인 영향 실태조사'에 따르면, 올 10월 15일부터 11월 10일까지 조사대상인 전국 17개 시 도 1204개의 소상공인 사업체 가운데 60.4%가 작년보다 매출이 줄었다고 응답했다. 최저임금의 경우 올해 7,530원으로 전년 .."	http://www.iusm.co.kr/news/articleView.html?idxno=829790	
