식별자	일자	언론사	기고자	제목	통합 분류1	통합 분류2	통합 분류3	사건/사고 분류1	사건/사고 분류2	사건/사고 분류3	인물	위치	기관	키워드	특성추출	본문	URL	분석제외 여부
01101001.20190207190854003	20190207	한겨레		"[사설] 북-미 회담 ‘신북풍’ 비난, 자유한국당의 시대착오"	국제>국제일반						"김현희,홍준표,나경원,트럼프"	"한반도,미,한국,북한,베트남"	"자유한국당,비상대책위 회의,대한항공,남조선노동당,미 정상회담,미 정상회"	"회담,신북풍,비난,자유한국당,시대착오,베트남,제2차,정상회담,자유한국당,내년,총선,겨냥,신북풍,의혹,제기,한반도,평화,노력,북풍,의혹,제기,억지,시대착오적,정치적,무책임,처사,나경원,원내대표,회의,7일,비상대책위,날짜,자유한국당,전당대회,27일,정상회담,내년,총선,신북풍,시도,비난,지방선거,직전,1차,정상회담,쓰나미,지방선거,자유한국당,참패,지방선거,신북풍,재미,정부,여당,내년,총선,신북풍,계획,홍준표,대표,전당,대회,효과,술책,음모론,제기,원내대표,북풍,비난,한참,자유한국당,지방선거,참패,국정,행태,국민,심판,정상회담,자체,변화,왜곡,시각,2차,정상회담,1차,회담,가까이,우여곡절,합의,트럼프,대통령,내년,미국,대선,재선,성과,가능,자유한국당,전당대회,내년,내년,한국,총선,겨냥,코미디,주장,객관,사실,무시,북풍,딱지,비핵화,한반도,평화,여정,딴죽,정치공세,정파적,시대착오적,이념공세,남북,화해,회담,훼방,보수,유권자,결집,정략,대선,김현희씨,압송,대한항공,폭파범,김현희,직전,대선,남조선노동당,사건,대선,북한,무력시위,요청,총풍,사건,버릇,수구,냉전,논리,자신,자유한국당,한반도,평화,노력,정면,언행,국민,지지,자유한국당,한반도,평화,안정,북풍,공작,비난,중단"	"자유한국당,신북풍,정상회담,전당대회,지방선거,시대착오적,원내대표,시대착오,1차,우여곡절,폭파범,무책임,베트남,대한항공,2차,비상대책위,한국,미국,무력시위"	"오는 27~28일 베트남에서 열리는 제2차 북-미 정상회담을 두고 자유한국당이 ‘내년 총선을 겨냥한 신북풍’이란 의혹을 제기했다. 한반도 평화를 위한 노력에 ‘북풍’ 의혹을 제기하는 건 시대착오적 억지일 뿐 아니라 정치적으로 매우 무책임한 처사가 아닐 수 없다.

 나경원 원내대표는 7일 비상대책위 회의에서 자유한국당 전당대회 날짜(27일)와 북-미 정.."	http://www.hani.co.kr/arti/opinion/editorial/881291.html	
01101001.20190128211849001	20190128	한겨레		[사설] 정당 후진성 드러낸 자유한국당 ‘대표 자격’ 논란	미분류						"오세훈,정,김병준,황교안,최"	한국	"비상대책위원회,자유한국당,불공정,비대위,서울시,선거관리위원회,선관위"	"정당,후진성,자격,자유한국당,대표,논란,2,자유한국당,황교안,총리,오세훈,서울시장,대표,출마,자격,논란,3개월,당비,3개월,납부,책임당원,피선거권,부여,당헌,사람,출마,자격,주장,제기,28일,비상대책위원회,비상,대책,위원회,공개,설전,지경,한국,정당정치,후진성,상징,장면,비대위,제기,최병길,정현호,비대위원,지적,당내,세력,정치,이해,반영,위원,국민,평등,당헌,당규,당원,공정,적용,주장,위원,유력자,영향력,사람들,당헌,당규,특정인,예외,적용,불공정,선거,비판,자유한국당,사람,출마,용인,분위기,김병준,비대위원장,사람,출마,비판,당내,다수,좌파,독주,명분,보수,유권자,지지,대안,총리,저지,의지,선거,자격,대표,출마,신청일,후보자,등록,당원,규정,당규,근거,출마,자격,인정,얘기,유력,후보,자격,박탈,후폭풍,정치,감당,현실론,당헌,규정,자격,대표,출마,입당,유력,인사,출마,용인,우리나라,정당,당원,방증,당비,일정,기간,책임당원,피선거권,제도,과거,실체,유령,당원,경선,영향,해악,정경유착,의존,당원,당비,운영,정당,국민,바람,작용,정치개혁,책임당원,규정,제1야당,논란,자체,이해,당헌,당규,자격,대표,출마,규정,어처구니,자유한국당,선관위,당헌,당규,유권해석,논란,해결,결정,파장"	"당원,자유한국당,당규,책임당원,위원회,후진성,3개월,피선거권,비상대책위원회,후폭풍,용인,불공정,후보자,전당대회,유권자,비대위원,한국,정현호,정경유착,김병준,영향력,현실론,최병길,오세훈"	"2 27 전당대회를 앞둔 자유한국당이 황교안 전 총리와 오세훈 전 서울시장의 당 대표 출마 자격을 두고 논란을 벌이고 있다. ‘3개월 이상 당비를 납부한 책임당원에게만 피선거권을 부여한’ 당헌에 따라 두 사람의 출마 자격이 없다는 주장이 제기됐고, 급기야 28일 당 비상대책위원회에서 공개 설전을 벌이는 지경에 이르렀다. 한국 정당정치의 후진성을 드러낸 .."	http://www.hani.co.kr/arti/opinion/editorial/880240.html	
01100901.20190128004513001	20190128	중앙일보		[사설] 단식? 자유한국당의 고질적인 무개념	정치>행정_자치	 정치>청와대	 국제>국제일반	사회>사회갈등>시위			"김대중,나경원,김영삼"		"강원랜드,민주당,자유한국당,DJ,중앙선관위,서영교 의원,국정조사,YS,한국당,서울교통공사"	"단식,자유한국당,고질적,무개념,자유한국당,행태,점입가경,국민,감정,상식,일들,조해주,중앙,선관,위원,임명,강행,대응,농성,릴레이,단식,대표,의원들,5시간,분씩,단식,방식,의원들,취지,진정성,나경원,원내,대표,설명,9시,2시,점심,점심,다이어트지,단식,단식,개그,조롱,단식,합법,수단,권력,시절,정권,대항,수단,목숨,비장,YS,김영삼,대통령,DJ,김대중,대통령,독재정권,민주화,쟁취,진정성,이벤트,단식,포장,한국당,고질,무개념,조롱,한국당,손혜원,서영교,의원,대처,본질,제대로,알맹이,초권력,게이트,운운,헛발질,국민,실망,지난해말,합의,서울교통공사,강원랜드등,국정조사,공공기관,채용비리,뒷전,먼지,한국당,민주당,소극적,정치권,국정조사,한국당,상처,해석,우세,한국당,국민들,안중,자신들,사활,권력다툼,올인,정당,오렌지,웰빙,결별,수권정당,청년,실업,미세먼지,폭등,부동산,가격,전월세,소득,주도,성장,정책,부작용,정책,대안,정당,2월,전당대회,신호탄"	"한국당,조해주,진정성,국정조사,의원들,무개념,자유한국당,나경원,부동산,웰빙,일들,공공기관,채용비리,다이어트지,분씩,전당대회,김영삼,김대중,서울교통공사,제대로,수권정당,강원랜드등,정치권,자신들,민주화,독재정권,소극적,미세먼지,전월세,강원랜드"	자유한국당의 행태가 점입가경이다. 국민 감정이나 상식과는 동떨어진 한심한 일들이 그치지 않고 있다. 조해주 중앙선관위원 임명 강행에 대응하는 ‘릴레이 단식 농성’이란 게 대표적이다. 의원들이 돌아가며 5시간30분씩 ‘단식’을 하는 방식이다. “의원들이 바쁜 때이기 때문에 취지를 같이하면서 진정성을 알리기 위해 조를 나눴다”(나경원 원내대표)는 설명이지만..	https://news.joins.com/article/olink/22919066	
01101001.20190122174856002	20190122	한겨레		[사설] 자유한국당도 개편안 내 본격 ‘선거제 협상’ 나서야	정치>국회_정당	 정치>행정_자치	 정치>선거				"심상정,나경원"	무산시	"민주당,자유한국당,더불어민주당,중앙선관위,자문위,국회,정치개혁특위"	"자유한국당,개편안,협상,선거,더불어민주당,정수,국회의원,현행,유지,지역구,의원,비례대표,100석,선거,개편안,22일,국회,정치,개혁,특위,야당들,비판,갑론을박,민주당,취지,선거,개혁,한참,사실,야당,비판,자유한국당,개편안,여야,5당,각자,테이블,본격적,협상,민주당,의원,연동,비례대표제,부분적,면피용,비판,자문위,국회,정개특위,국회의원,비례성,대표성,강화,정당,득표율,정비례,연동,비례,의원,정수,300명,360명,확대,권고,253석,현행,지역구,200석,민주당,약화,지역,대표성,지역구,의원들,반발,선거제도,개혁,논의,자체,무산,가능성,민주당,비례대표,연동,방식,중앙선관위,자문위,100%,연동,가지,방식,제시,소수,정당들,의석,배분,초점,확대,의원,정수,연동,비례,정도,공론,만큼,국민,납득,보완책,제시,방향,협상안,집권여당,무책임,자유한국당,자체,제1야당,책임,자세,위원장,심상정,정개특위,23일,제출,권고,자유한국당,개편안,정도,나경원,원내대표,국회,국무총리,추천제,연동,비례대표제,논의,시점,선거,논의,개헌,연계,개헌,무산,만큼,선거,개편,집중,선거법,협상,게임,한쪽,일방,승리,불가능,여야,5당,각자,선거,개혁,취지,훼손,범위,현실,타협,발휘"	"민주당,지역구,개편안,정개특위,대표성,국회의원,자유한국당,만큼,자문위,비례대표제,비례대표,불가능,심상정,무책임,선거제도,정당들"	"더불어민주당이 21일 국회의원 정수를 현행대로 유지하되, 지역구 의원을 줄이고 비례대표를 100석으로 늘리는 선거제 개편안을 내놓았다. 22일 열린 국회 정치개혁특위에선 야당들이 이 안을 비판하면서 갑론을박을 벌였다. 민주당 안은 선거제 개혁 취지에 한참 모자란 게 사실이다. 그렇다고 야당이 비판만 할 일은 아니다. 특히 자유한국당도 빨리 개편안을 내놓.."	http://www.hani.co.kr/arti/opinion/editorial/879423.html	
01500801.20190116083720001	20190116	영남일보	뉴미디어부기자 ynnews@yeongnam.com	"[사설] 황교안 입당, 찬반 떠나 자유한국당 겪어야 할 진로"	정치>청와대	 정치>선거	 국제>국제일반				"문재인,호불호,박,황 전,황교안"	한국	"바른미래당,정의당,민주평화당,박근혜정권,한국정,자유한국당,더불어민주당,서울시,한국당,박근혜정부"	"황교안,입당,찬반,자유한국당,진로,황교안,국무총리,자유한국당,입당,정치,중량감,인물,한국당,오세훈,서울시장,다음달,예정,한국당,전당대회,후보,대표,출마,총리,국무총리,박근혜정부,마지막,대통령,탄핵심판,대통령직,박탈,상황,문재인,대통령,당선,그날,대통령,권한대행,일성,정치,무대,등장,자유우파,문재인정부,선언,세계,미래,정권,과거,집착,정권,현실,총체,난국,규정,자유시장경제,신봉,변화,혁신,한국당,입당,명분,황교안,입당,더불어민주당,바른미래당,민주평화당,정의당,여타,정당,비판,박근혜정권,국정농단,책임,전직,총리,대통령,재판,상황,개선장군,정치,시작,비판,한국,보수,비극,현주소,희극,좀비,정치,비극,서막,논평,자유한국당,환영,오디션,당협위원장,공개,계기,부각,쇄신,보수,혁신,기운,총리,입당,상쇄,수구화,과거,복귀,국민,신뢰,걱정,탄핵,프레임,좌파,권력,무혈,입성,보스,비판,가세,총리,한국당,입당,호불호,집권여당,정당,비판,경쟁구도,민주,정당,체제,자연,한국당,당권,대권,경쟁,찬반,입당,한국당,궤도,한국당,대통령,탄핵사태,보수,분열,국가,운영체제,한국당,보수,부활,책임,보수,가치,울타리,통합,경쟁,시험,선택,당원,국민,한국정치,탄핵정국,극단,대치,길거리,정치,양산,여당,야당,거리,목소리,장외,호소,제도권,수렴,작업,제도권,민주주의,작동,경제,사회,미래,보장"	"한국당,자유한국당,황교안,제도권,국무총리,다음달,당협위원장,중량감,일성,박근혜정부,문재인정부,자유시장경제,민주평화당,정의당,대통령직,바른미래당,당원,한국정치,민주주의,탄핵정국,수구화"	"황교안 전 국무총리가 15일 자유한국당에 입당했다. 정치적 중량감을 가진 인물로는 최근 한국당에 들어온 오세훈 전 서울시장에 이어 두번째다. 이들은 다음달 27일로 예정된 한국당 전당대회에 당 대표 후보로 출마할 것이 확실시 된다.



황 전 총리는 박근혜정부 마지막 국무총리를 지냈다. 또 박 전 대통령이 탄핵심판으로 대통령직을 박탈당한 상황에서 문재.."		
01101001.20190114190821001	20190114	한겨레		"[사설] 자유한국당, ‘5 18 진실규명’ 훼방 놓겠다는 건가"	사회>사회일반						"권태오,차기환,지만원,변길남"	대한민국	"계엄군,바른미래당,도대체,국민통합,시민군,수원지법,자유한국당,더불어민주당,5·18 진상규명,대한민국,민주평통"	"자유한국당,5,훼방,자유한국당,5,추천,보수,극우,성향,5,운동,인사들,포함,5,민간인,학살,진실,은폐,의혹,광범위,조사,특별법,출범,진상규명조사위,진실,규명,걸림돌,자유한국당,권태오,민주평통,사무처장,이동욱,월간조선,차기환,수원지법,판사,3명,추천,5,운동,왜곡,은폐,진실,균형,객관적,규명,국민통합,기여,적임자,주장,자유한국당,북한군,개입설,주장,극우,인사,지만원,5,변길남,3공수여단,대대장,추천,다행,추천,인사들,진실,규명,적합,이동욱씨,검증,광주사태,광주사태,오보,과장,제목,월간조선,기사,사용,계엄군,중화기,탱크,진압,과장보도,규정,수사결과,검찰,부인,차기환씨,5,영화,휴가,대한민국,국민,나라,인식,주장,인물,시민군,영혼결혼식,노래,행진곡,대한민국,정치체제,부정,주장,국회의장,1명,더불어민주당,4명,바른미래당,1명,추천,위원들,진상,광주민주화운동,진실,책임,진실,규명,의지,광주민주화운동,사실,왜곡,전력,인사들,추천,자유한국당,현대사,5,전두환,군부,독재,역사,위상,인식,특별법,입법,북한군,개입설,진위,검증,주장,관철,자유한국당,추천,위원,3명,조직적,반발,조사위,활동,정치,공방,가능성,5,인물,조사,위원,추천,포기,울분,39년,의문,마지막,기회,자유한국당,진상,규명,조사위,활동,딴죽,훼방,진실,규명,방해,의무,역사,행위,명심"	"자유한국당,3명,1명,특별법,인사들,대한민국,이동욱,월간조선,차기환,광주사태,광주민주화운동,개입설,조사위,진상규명조사위,중화기,계엄군,4명,전두환,유가족들,북한군,영혼결혼식,수사결과,행진곡,3공수여단"	"자유한국당이 5 18 진상규명조사위원 3명을 14일 추천했다. 보수 극우 성향으로 5 18 민주화운동을 헐뜯어온 인사들이 포함됐다. 5 18 때 자행된 민간인 학살과 진실은폐 의혹을 광범위하게 조사하라는 특별법에 따라 출범하는 진상규명조사위가 오히려 진실 규명에 걸림돌이 되지 않을까 우려하게 된다. 

 자유한국당은 권태오 전 민주평통 사무처장, 이동욱.."	http://www.hani.co.kr/arti/opinion/editorial/878357.html	
01500801.20190112080030001	20190112	영남일보	뉴미디어부기자 ynnews@yeongnam.com	"[사설] 자유한국당 두 개의 장면, 정답은 투철한 쇄신에"	정치>국회_정당	 정치>행정_자치	 정치>선거	범죄>범죄일반>폭행			"박근혜,권영세"	"송파구,캐나다,서울,용산구,강남구,경북지역,토론토"	"예천군의원,자유한국당,지도부,예천군,충원,한국당"	"자유한국당,장면,정답,쇄신,제1야당,자유한국당,안팎,2개,사건,희비,토론토,폭행사건,예천군,의원,캐나다,토론토,폭행,사건,정당,사상,공개오디션,당협위원장,선발,해외연수,폭행사건,정치인,충원,공당,신중,조심,입증,9명,해외연수,예천군,의원,7명,한국당,소속,폭행,주도,박종철,군의원,사건,탈당,사건,탈당,한국당,지방의회,복원,이래,경북,지역,일당독점,권력,간헐적,타당,의원들,당선,사실상,경쟁,불허,바람,지방선거,공천,당선,등식,성립,지방의원,후보,지역,국회의원,소수,인사들,지도부,밀실,낙점,지역여론,도외시,의원,개개인,자질,장치,부족,공천구조,결국,사건,세금,외유,미안,폭행,거짓말,여론악화,수습,생각,풀뿌리,민주주의,지방의원들,양산,국민,분노,이상한,반대,선발,당협위원장,오디션,충원,한국당,인물,새바람,쇄신,정답,방향,제시,공개오디션,조직강화특위,위원,50명,당원,평가단,참석,현장,심사,투표,유튜브,생중계,선발,결과,최선,이변,속출,3선,의원,출신,사무총장,과거,친박,박근혜,실세,권영세,의원,서울,용산구,당협위원장,오디션,위원장,전직,여성,맞대결,탈락,과거,지역,서울,강남구을,송파구병,위원장,청년,탄생,공개,오디션,효과,당내부,구태,정치,신인,갈망,의미,한국당,소속,의원,해외연수,폭행사건,여론조사,악영향,지지율,경북지역,한국당,추락,오디션,유튜브,호평,위상,장면,자유한국당,공당,재집권,정당,개혁,쇄신,방향,극명,명심"	"한국당,당협위원장,해외연수,폭행사건,서울,자유한국당,유튜브,위원장,경북지역,공개오디션,지도부,이상한,지방선거,맞대결,9명,2개,3선,생중계,토론토,캐나다,예천군,7명"	"제1야당인 자유한국당이 최근 당 안팎에서 벌어진 2개의 ‘사건’으로 희비가 엇갈리고 있다. 하나는 이른바 ‘예천군의원 캐나다 토론토 가이드 폭행사건’이고, 또 다른 하나는 정당 사상 처음 도입한 당협위원장 선발 공개오디션이다.



해외연수 폭행사건은 ‘정치인 충원’에서 공당이 얼마나 신중하고 또 조심해야 하는지를 입증하고 있다. 9명의 해외연수 예천군.."		
01500601.20190102063101003	20190102	매일신문	매일신문	"[사설] 자유한국당, 철저한 개혁 없이는 외면받는다는 사실 알아야"	정치>국회_정당							대구경북	"민주당,자유한국당,더불어민주당,한국당"	"자유한국당,철저,개혁,외면,새해,자유한국당,가슴,4개월,총선,1년,4개월,대구경북,지지세,회복,자신,실력,문재인,정권,실정,반사이익,상태,한국당,지역,이익,대변,과거,실망감,가능성,각종,여론조사,대구경북,정당,지지율,한국당,더불어민주당,전국적,조사,표본,의미,대구경북,국한,조사,지지율,차이,조사,지역,언론사,지역민,57%,한국당,민주당,지역민,16.4%,여론조사,지역,민심,문재인,민주당,기류,대통령,지지율,추락,수혜,한국당,한국당,개혁,지지부진,인적,청산,상황,국면,지지세,회복,한국당,당협위원장,교체,인적,청산,대구경북,의원들,금배지,지역,의원,내년,총선,구태,악습,방조,한국당,개혁,무능,정치인들,지역,가능성,지역민,실력,경쟁력,정치인,도태,지역민,한국당,착각,부재,대안,세력,일시적,현상,명심,한국당,전면적,철저,개혁,화답,지역민,지지"	"한국당,지역민,대구경북,지지율,문재인,지지세,가능성,여론조사,민주당,자유한국당,4개월,언론사,반사이익,정치인,경쟁력,실망감,지지부진,의원들,더불어민주당,당협위원장,정치인들,금배지,지역,총선,개혁,조사,실력,회복,세력,대안"	"새해를 맞았지만, 자유한국당을 보면 가슴이 답답해진다. 총선 1년 4개월을 앞두고 대구경북에서 지지세를 회복하고 있다고는 하지만 그리 반가운 일이 아니다. 자신의 실력은 키우지 못한 채, 문재인 정권의 실정에 기대어 반사이익만 얻고 있는 탓이다. 이런 상태로 한국당이 되살아나면 지역 이익을 대변하기는커녕 과거처럼 실망감만 안겨줄 가능성이 높다. 
 
 .."	https://news.imaeil.com/Editorial/2019010217565919129	
01101001.20190102204855001	20190102	한겨레		[사설] 자유한국당의 ‘아니면 말고’ 식 무더기 상임위 요구	정치>청와대	 사회>사건_사고	 정치>행정_자치				"김,김정주,김관영,문재인,신재민,나경원,임종석"		"기재부,케이티앤지,KT&G,블랙리스트,한국환경산업기술원,환경노동위,상임위,바른미래당,기획재정위,문화체육관광위,청와대,자유한국당,기획재정부,외교통일위,국정조사,주러시아 대사,국토교통위"	"자유한국당,요구,무더기,상임위,자유한국당,2일,김태우,청와대,특별,감찰,반원,검찰,수사관,폭로,국정조사,특검,요구,김씨,폭로,의혹,4개,상임위,신재민,신재민,기획재정부,사무관,폭로,청와대,케이티앤지,KT&G,사장,선임,개입,의혹,기획재정위,소집,주장,원내대표,나경원,자유한국당,운영위,형사,처벌,가능,청문회,국정조사,필요성,확인,결국,특별검사,운영위,지난달,출석,비서실장,임종석,청와대,조국,민정수석,불성실,답변,문재인,대통령,조국,수석,운영위,출석,야당,정치,공세,규정,검찰,수사,국조,명분,특검,요구,국민,수긍,의문,자유한국당,맹탕,질의,김정주,김정주,한국환경산업기술원,본부장,블랙리스트,피해자,둔갑,녹취,운영위,사실상,판정패,보수,언론,준비,부족,전술,실패,비판,김씨,폭로,첩보,우윤근,주러시아,대사,비위,외교통일위,국토교통위,환경노동위,문화,체육,관광위,소집,요구,과도,정치,공세,김씨,언급,의혹,상임위,책임감,제1,야당,태도,원내대표,김관영,바른미래당,원내,대표,상황,국조,검찰,수사,신재민,기재부,사무관,주장,기재부,설명,만큼,여야,합의,상임위,진위,헛발질,국회,운영위,비난,모면,소집,무더기,상임위,요구,정치,공세,여론,비판,자초"	"상임위,청와대,자유한국당,김씨,신재민,사무관,김정주,국정조사,원내대표,기재부,불성실,블랙리스트,특별검사,우윤근,바른미래당,김관영,본부장,한국환경산업기술원,임종석,나경원,기획재정부"	"자유한국당이 2일 전 청와대 특별감찰반원 김태우(검찰 수사관)씨 폭로에 대한 국정조사와 특검을 요구했다. 김씨가 폭로한 의혹을 따질 4개 상임위와 신재민 전 기획재정부 사무관이 폭로한 청와대의 케이티앤지(KT&G) 사장 선임 개입 의혹 등을 다룰 기획재정위 소집도 주장했다. 

 나경원 자유한국당 원내대표는 “운영위를 겪으며 형사적 처벌이 가능한 청문회.."	http://www.hani.co.kr/arti/opinion/editorial/876776.html	
01101001.20181231195834001	20181231	한겨레		[사설] 민정수석 불러놓고 정치공방만 벌인 자유한국당	사회>사회일반	 정치>청와대					"김,김정주,임종석,우윤근,김 전"		"감사관실,환경부,청와대,자유한국당,국회 운영위원회,주러시아 대사,건설업,서울창조경제혁신센터,한국환경산업기술원,국회,법무부,새누리당"	"민정수석,정치공방,자유한국당,전직,청와대,특별,감찰,반원,김태우,검찰,수사관,제기,의혹,민간인,사찰,규명,소집,국회,운영,위원회,논란,자유한국당,민정수석,조국,청와대,불법,사찰,몸통,진실,규명,결정적,운영위,의아,정도,자유한국당,의원들,첩보,우윤근,주러시아,대사,비위,의혹,환경부,사찰,폭로,김씨,공익,제보자,실세,비리,묵인,블랙리스트,청와대,김씨,범법자,주장,김씨,폭로,반복재생,합리적,설득력,근거,제시,대검,감찰,수사관,향응,수수,골프,김씨,과도,비호,모습,임종석,비서실장,조국,수석,공세,대응,방패,상황,연출,답변,조국,수석,김씨,지인,건설업자,수사,뇌물,범죄,영향,업무,배제,사실,자유한국당,근거,민간인,사찰,제시,박용호,첩보,서울,창조,경제,혁신,센터장,비위,김씨,문재인,청와대,근무,생산,자유한국당,김씨,환경부,감사관실,문건,블랙리스트,주장,리스트,김정주,김정주,한국환경산업기술원,환경,본부장,녹취,공개,본부장,23번,국회,새누리당,비례대표,사실,임기,3년,퇴임사,답변,임종석,비서실장,자유한국당,스타일,자유한국당,정치,공세,자제,사찰,의혹,검찰,수사,청와대,답변,의문,문제투성이,김씨,특감반,기용,명단,법무부,추천,해명,김씨,청와대,근무,인사,청탁,의혹,해소,청와대,국민,눈총,인식,자성,계기"	"김씨,청와대,자유한국당,민간인,환경부,본부장,한국환경산업기술원,김정주,수사관,블랙리스트,임종석,김태우,비서실장,법무부,비례대표,우윤근,건설업자,민정수석"	"새로울 게 없었다. 전직 청와대 특별감찰반원 김태우(검찰 수사관)씨가 제기한 ‘민간인 사찰 의혹’ 등을 규명하기 위해 31일 소집된 국회 운영위원회에선 기존의 논란만 되풀이됐다. 자유한국당은 조국 청와대 민정수석을 ‘불법 사찰의 몸통’이라며 진실 규명을 별렀지만, 결정적인 ‘한 방’은 없었다. 왜 운영위를 열었는지 의아스러울 정도다. 

 자유한국당 의.."	http://www.hani.co.kr/arti/opinion/editorial/876474.html	
01101001.20181226175758001	20181226	한겨레		"[사설] ‘유치원 3법’ 끝내 막아선 자유한국당, 국민은 안중에 없나"	미분류						박용진		"바른미래당,자유한국당,더불어민주당,국회,사립유치원,교육부,교육위원회"	"유치원,3법,자유한국당,국민,안중,유치원,3법,가능성,국회,연내,합의,처리,사실상,교육위원회,국회,논의,하루,연장,패스트트랙,신속처리안건,상정,분위기,감사,적발,유치원,실명,공개,국민들,분노,비리,요구,국회,외면,발목,자유한국당,국민,안중,국민들,요구,상식적,투명,회계,교육비,교육,엄벌,의원,박용진,더불어민주당,발의,유치원,3법,유아교육법,사립학교법,학교급식법,개정안,가능,장치,바른미래당,중재안,횡령죄,적용,가능,지원금,보조금,전환,형사처벌,수위,후퇴,자유한국당,지원금,학부모,원비,분리,이중,회계,적용,입장,형사처벌,반대,고수,학부모,감시,사실상,원비,교육비,사용,용인,자유한국당,유치원3법,패스트트랙,상정,움직임,비판,자신들,법안,얼마,교육부,시행령,반발,어이,여야,합의,처리,최선임,부정,패스트,트랙,안건,본회의,상정,최장,바른미래당,중재안,유예,형사처벌,1년,사실상,2년,효력,법안,상정,유치원,공공성,확보,기약,년간,비리,가능,행정당국,감독,제도,미비,차지,본회의날,마지막,국회,모습"	"유치원,형사처벌,자유한국당,사실상,패스트트랙,학부모,지원금,3법,시행령,박용진,더불어민주당,교육비,바른미래당,중재안,국민들,학교급식법,사립학교법,교육법,자신들,급식법,시간date,교육부,사립유치원,개정안"	"‘유치원 3법’의 국회 연내 합의 처리 가능성이 사실상 사라졌다. 26일 국회 교육위원회가 논의를 하루 더 연장하기로 했지만, 패스트트랙(신속처리안건) 상정만 남은 분위기다. 지난 10월 감사에 적발된 유치원 실명이 공개된 뒤 터져나온 국민들의 분노와, 이런 비리를 막아달라는 간절한 요구를 국회는 끝내 외면했다. 특히 이 과정에서 사사건건 발목잡기와 시.."	http://www.hani.co.kr/arti/opinion/editorial/875861.html	
01100101.20181220210250002	20181220	경향신문		[사설]선거제 개혁 합의해 놓고 딴소리하는 자유한국당	정치>국회_정당	 정치>선거	 정치>행정_자치				"손학규,이정미,정유섭,나경원"	"무산시,비례대표제"	"바른미래당,정의당,자유한국당,군소정당,정치개혁특별위원회,국회,국정상설협의체 회의,한국당"	"합의,선거,개혁,딴소리,자유한국당,국회,정치,개혁,특별,위원회,소위,연동,비례대표제,논의,착수,정개특위,배분방식,의석,배분,방식,선출방식,지역구,의원,선출,방식,지역구,비례대표,비율,의원정수,7개,쟁점,원내대표,여야,5당,연동,비례대표제,구체,방안,적극,검토,비례,대표,확대,비례,지역구,의석비율,의원정수,지역구,의원,선출,방식,정개특위,합의,합의,상태,정개특위,연동,비례,전제,핵심,쟁점,정리,상황,쟁점,여야,이해,입장차,합의,험로,예상,자유한국당,원내대표,여야,5당,합의,원점,작태,합의,당사자,나경원,원내대표,연동,비례,부정,입장,설파,원내대표,연동,비례,기정사실화,사실,호도,합의수준,퇴보,연동,비례,지역,선거구제,부정,사실,오도,부정론,합의문,잉크,제1야당,원내대표,선거,개혁,합의정신,행태,의총,엊그제,한국당,정개특위,간사,활동,정유섭,의원,연동,비례,군소정당,제도,주장,지지율,상승세,제1야당,자리,기득권,정당,유전자,합의,선거,개혁,논의,무력화,무책임,대표,손학규,바른미래당,대표,이정미,정의당,단식농성,여론,악화,궁지,모면,약속,대국민,사기,한국당,정상설,협의체,회의,대표성,비례성,확대,선거제도,개혁,협력,합의,유권자,정치,의사,의회,의석,반영,대립,정치구조,혁파,고질,지역구도,완화,선거제도,개편,최고,정치개혁,의석,도둑,선거제도,지지율,상승,정치개혁,대의,외면,선거제,개편,무산,선거,민심,분노,한국당"	"원내대표,정개특위,지역구,한국당,선거제도,선거제,비례대표제,정치개혁,제1야당,지지율,자유한국당,의원정수,비례대표,5당,지역구도,대국민,무책임,정의당,손학규,이정미,바른미래당"	"국회 정치개혁특별위원회가 어제 제1소위를 열어 연동형 비례대표제에 대한 논의에 착수했다. 정개특위는 지난 18일 의석 배분방식, 지역구 의원 선출방식, 지역구와 비례대표 비율, 바람직한 의원정수 등 7개 쟁점을 추렸다. 여야 5당 원내대표는 ‘연동형 비례대표제 도입을 위한 구체적 방안을 적극 검토한다’고 못 박으면서 ‘비례대표 확대 및 비례 지역구 의석.."	http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201812202056005&code=990101	
