식별자	일자	언론사	기고자	제목	통합 분류1	통합 분류2	통합 분류3	사건/사고 분류1	사건/사고 분류2	사건/사고 분류3	인물	위치	기관	키워드	특성추출	본문	URL	분석제외 여부
01101101.20190226050607001	20190226	한국일보		[사설] 20대 지지 급락 “보수정부 교육 탓”이라는 민주당 의원들의 오만	정치>국회_정당	 정치>행정_자치	 정치>외교				"이명박,박근혜,문재인,민홍철,설,홍영표,홍익표,설훈"		"민주당,더불어민주당,지도부"	"교육,지지,급락,보수,정부,교육,민주당,의원들,오만,의원,더불어민주당,설훈,문재인,대통령,청년층,원인,지지율,급락,학교교육,부실,거론,물의,결국,지도부,결국,사과,발언,의원들,해명,사과,비판,지도부,90%,문재인,정부,출범,초기,90%,근접,지지율,반토막,원인,과거,보수,정부,교육정책,인식,자체,해명,20대,정서,무지,논란,집권세력,내로남불,습성,홍영표,원내대표,회의,최고위원,소속,의원들,20대,발언,유감,사죄,20대,절망감,기성세대,정치인,사람,책임감,사과,4선,의원,언론,인터뷰,남성,지지율,유신,학교교육,민주주의,가치,세대,분들,이명박,박근혜,정부,시절,학교교육,제대로,의문,수석대변인,홍익표,의원,토론회,20대,보수적,학교,반공교육,대북,적대,의식,주장,반발,발언,온라인,대선,총선,적극,참여,여당,지지,20대,비하,질책,청년,돼지,계몽,대상,운동권,특유,독선,사고방식,비난,의원,민홍철,젊은이들,역사상,교육,세대,기회,균등,공정,원칙,사회,보장,희망,일침,민주당,집권,3년,증후군,정부,자해,설화,빈축,오만,세대,특성,중고교,교육,매도,기강,소통,겸손,강조,여권,방침,행태,구의원,여당,자신,17세,동장,폭행,작태"	"20대,지지율,학교교육,의원들,문재인,증후군,지도부,민주당,사고방식,최고위원,분들,교육정책,중고교,민홍철,더불어민주당,설훈,4선,청년층,내로남불,홍영표"	더불어민주당 설훈 의원 등이 최근 문재인 대통령에 대한 20대 청년층의 지지율 급락 원인으로 학교교육 부실을 거론해 물의를 빚자 결국 당 지도부가 사과했다. 발언 의원들의 해명과 사과에도 비판이 거세자 당 지도부가 나선 것이다. 그러나 문재인 정부 출범 초기 90%에 근접하던 20대 지지율이 반토막 난 원인을 과거 보수정부의 교육정책 탓으로 돌린 인식 ..	http://www.hankookilbo.com/news/npath/?did=KP	
01500601.20190225063043002	20190225	매일신문	매일신문	[사설] 동장 폭행에 20대 비하 이런 민주당 지지할 국민 있을까	정치>국회_정당	 정치>행정_자치		범죄>범죄일반>폭행			"홍익표,이해찬,설훈"	서울	"경남지사,민주당,집권당,더불어민주당,구의원,강북구,사법부"	"동장,폭행,비하,민주당,지지,국민,더불어민주당,소속,서울,강북구의회,구의원,나이,가까이,동장,洞長,폭행,입건,구의원,식당,동장,식사,언쟁,수차례,혐의,동장,상처,구의원,동장,호적,나이,실제,거론,퇴직,막말,상황,구의원,동장,폭행,지방의원,자질,의심,전형적,폭행,권력형,갑질,자신,의견,연장자,동장,폭행,조직폭력배,사람들,신고,출동,경찰,구의원,현행범,체포,정도,구의원,동네,행정,동장,폭행,용서,구의원,동장,폭행,민주당,오만,탈선,설훈,홍익표,민주당,의원,발언,비하,매한가지,사람,정부,지지율,하락,원인,정부,시절,교육,주장,투표,참여,여당,지지,20대,막말,보수,감옥,치죄,治罪,20대,마음,보수,취업난,고통,20대,일방적,매도,도리,대표,이해찬,민주당,20년,50년,집권론,집권,구의원,조폭,폭력,행사,의원들,비하,마당,민주당,지지,국민,법정구속,김경수,경남지사,사법부,민주당,공세,삼권분립,위협,수위,한참,집권당,책임,품위,민주당,촉구"	"구의원,민주당,20대,막말,집권론,경남지사,김경수,이해찬,강북구의회,권력형,더불어민주당,갑질,지지율,집권당,수차례,삼권분립,설훈,치죄,서울,법정구속,사람들,취업난,연장자,홍익표,지방의원,현행범,의원들,治罪,조직폭력배,사법부"	더불어민주당 소속 서울 강북구의회 40대 구의원이 나이가 스무 살 가까이 많은 동장(洞長)을 폭행해 입건됐다. 해당 구의원은 식당에서 동장과 함께 저녁 식사를 하고 나온 뒤 언쟁을 하다 손과 발로 수차례 때린 혐의를 받고 있다. 동장은 눈 위가 찢어지는 등 상처를 입었다. 구의원은 동장의 호적상 나이가 실제보다 한 살 적은 것을 거론하며 '빨리 퇴직하라..	https://news.imaeil.com/Editorial/2019022518085567809	
01101001.20190225185821001	20190225	한겨레		"[사설] 20대 지지율 하락, 민주당 스스로를 먼저 돌아봐야"	정치>외교	 국제>국제일반					"문재인,홍영표,홍익표,설훈"		"간담회,민주당,집권당,더불어민주당,여성가족부"	"하락,지지율,민주당,스스로,더불어민주당,의원들,문재인,정부,20대,원인,지지율,하락,보수,정부,교육,발언,논란,집권여당,실업률,좌절,세대,아픔,보수화,비난,정치적,무책임,무능,자인,원내대표,홍영표,민주당,요즘,청년,의원들,발언,논란,원내대표,유감,표시,머리,사죄,설훈,최고위원,21일,정부,제대로,교육,홍익표,수석대변인,토론회,정부,반공,교육,20대,보수화,발언,여론,진화,사람,의도,해명,청년들,반응,홍익표,대변인,20대,통일,부정적,인식,원인,원내대표,사과,동의,설명,발언,이명박,박근혜,정부,제대로,교육,보수화,문재인,정부,지지율,하락,인식,문재인,정부,일자리,창출,주거,안정,경제,활성화,각종,정책,추진,정부,과거,보수,발목,사실,책임,정권,현명,20대,지지율,하락,집권,3년,청년,실업률,비리,공공기관,채용,대물림,개선,정부여당,실망감,표출,책임,집권당,자세,정부여당,20대,실망,제대로,반성문,태도,민주당,1월,청년층,이탈,간담회,진행,시대,검열,인식,https,차단,여성가족부,지침,아이돌,외모,논란,절망,20대,아픔,미래,정책,집권세력,권력,위임,정권,실패,유능,대책"	"20대,민주당,원내대표,제대로,지지율,정부여당,실업률,홍익표,의원들,문재인,보수화,무책임,공공기관,토론회,홍영표,간담회,설훈,활성화,청년들,최고위원,여성가족부,집권세력,청년층,집권당"	"더불어민주당 의원들이 문재인 정부에 대한 20대의 지지율 하락 원인을 지난 보수 정부에서 교육을 잘못 받은 탓으로 돌리는 듯한 발언을 계속해 논란에 휩싸였다. 집권여당이 높은 실업률 등으로 좌절하는 젊은 세대의 아픔을 감싸안지는 못할망정 이들의 보수화를 비난하는 건, 정치적으로 무책임할 뿐 아니라 무능을 자인하는 것과 다를 게 없다.

 홍영표 민주당 .."	http://www.hani.co.kr/arti/opinion/editorial/883549.html	
01500601.20190224063107002	20190224	매일신문	매일신문	"[사설] 하나 마나 한 민주당 'TK특위', 부산경남에 좀 배워라"	정치>국회_정당	 정치>외교	 정치>행정_자치				"김현권,문재인,회의,원해연,박광온,설훈,홍의락"	"가덕도,부산경남,대구,대구경북,수도권"	"대구경북발전협의회,민주당,TK특위,원전해체연구소,지구당,더불어민주당,TK,우군"	"민주당,TK,특위,부산경남,더불어민주당,대구경북,공략,구성,대구경북발전협의회,TK특위,특위,비판,대구,TK특위,지역,현안,정부,전달,지역,민심,대변,형식적,회의,일관,행동,구호,정치판,정도,이날,TK,특위,현안,대구경북,중요,언급,참석자들,문재인,대통령,발언,가덕도,신공항,반도체,클러스터,수도권,결정,원전해체연구소,원해연,경주,배제,TK,패싱,논란,일언반구,따름,이날,주제,증액,내년도,예산,지역민,현안,회피,TK특위,의미,참석,국회의원,TK,특위,위원장,김현권,의원,설훈,박광온,최고위원,홍의락,의원,나머지,의원,불참,회의,뒷부분,위원장들,대구경북,지구당,위원장,건의사항,TK특위,회의,지구당,위원장,참석자들,가능,정권,목소리,분위기,우군,눈치,의원들,부산경남,민주당,지역,이익,정부,쓴소리,대조적,모습,2년,2년,출발,TK특위,회의,차례,지역민,실망감,행태,만큼,각오,정비,민주당,지역민,진심,지역,현안,목소리,관철,노력"	"tk특위,대구경북,민주당,위원장,지역민,tk,부산경남,지구당,참석자들,가덕도,반도체,신공항,내년도,대구,연구소,원해연,만큼,최고위원,박광온,대조적,원전해체연구소,정치판"	"더불어민주당이 대구경북 공략을 위해 구성한 '대구경북발전협의회'(TK특위)가 '있으나 마나 한 특위'라는 비판을 받고 있다. 22일 대구에서 열린 TK특위는 지역 현안을 정부에 전달하거나 지역 민심을 대변하기는커녕, 형식적인 회의로 일관하다 끝났다. 아무리 행동보다는 구호가 앞서는 정치판이라고 해도, 그 정도가 지나치면 욕을 먹을 수밖에 없다. 
 
 .."	https://news.imaeil.com/Editorial/2019022417474846103	
01100801.20190222032008001	20190222	조선일보		"[사설] 민생 파탄 내고 ""정권 재창출 天命, 민주당 시대 100년""이라니"	정치>행정_자치	 정치>국회_정당					"이,이해찬"		"한반도,민주당,집권당,대한민국,한국당"	"민생,파탄,天命,정권,재창출,100년,민주당,시대,대표,민주당,이해찬,21일,행사,시대,천명,天命,정권,재창출,내년,총선,압승,선거,대통령,재집권,한반도,평화,100년,전개,대표,집권,주장,민주당,대통령,당선,집권,대표,전당대회,행위,한국당,대한민국,장래,민주당,시대,100년,한국당,의원들,근거,5,풍파,대표,전당대회,극렬,세력,좌지우지,국민,실망,사실,민주당,대표,여유,처지,스스로,대표,집권,하루,정권,국정,파탄,경고음,동시다발적,천문학적,국민,세금,저소득층,소득,급감,양극화,최악,54조,일자리,예산,흔적,실직,농어촌,가장,무급,가족,1월,일자리,3만,참사,실업률,최악,저소득,서민들,생계,보험,가능성,가계,부채,연체,폭탄,정부,2년,연속,탕감,상황,집권당,대표,민생,비명,상황,반성,국민,옷깃,모습,도리"	"민주당,일자리,한국당,재창출,북한군,3만,전당대회,재집권,天命,이해찬,농어촌,서민들,동시다발적,저소득층,양극화,저소득,가능성,실업률,옷깃,경고음,개입설,의원들,천문학,좌지우지"	"민주당 이해찬 대표가 21일 당 행사에서 ""이 시대의 천명(天命)은 정권 재창출""이라며 ""내년 총선에서 압승을 거두고 그것을 기반으로 2022년 대통령 선거에서 재집권함으로써 앞으로 한반도의 평화를 가져오는 100년을 전개할 것""이라고 말했다. 이 대표는 작년 20년 집권론을 처음 주장하더니 이어 ""앞으로 민주당이 대통령 열 분은 더 당선시켜야 한다""며.."	http://news.chosun.com/site/data/html_dir/2019/02/21/2019022103233.html?utm_source=bigkinds&utm_medium=original&utm_campaign=news	
01100201.20190220040419002	20190220	국민일보		[사설] 민주당은 ‘김경수 재판’을 정치에 이용하지 말라	정치>국회_정당	 정치>행정_자치					"김경수,로스쿨"		"민주당,더불어민주당,국회,대법원,사법부"	"민주당,김경수,재판,정치,이용,더불어민주당,국회,로스쿨,교수,변호사,외부,전문가,김경수,경남지사,실형,선고,법정,구속,비판,기자간담회,대국민,토크,개최,정당,주최,공식적,재판부,판결,부정,행사,이례적,정치적,의도,행사,민주주의,기초,삼권분립,훼손,중대,행위,재판,변호인,관련자들,재판,결과,불만,환영,소감,공당,공식적,제기,민주당,1심,판결,율사,출신,의원들,판결문,비판,재판,불복,비판,외부,전문가들,동원,반복,민주당,재판,불복,행위,민주당,행위,판결,불복,노골적,2심,판결,압력,1심,판결,자신들,생각,조직,압력,행사,2심,판결,대법원,확정,행위,재판,불복,사법부,인정,법치주의,행위,정당,비판,여론,무리,진행,정치적,정파,이익,계산,인사,여권,핵심,지사,실형,선고,구속,불만,충동,분노,자극,신뢰,사법부,이용,지지층,결집,목적,해석,정치,이익,재판,결과,사법부,이용,민주주의,근간,신뢰,사법부,개혁,지지,행위,재판,불복,사법부,개혁,진의,의심,시각,민주당,반박,검토,주장,반박,채택,사법,야당,행사,민주당,침묵"	"민주당,사법부,2심,민주주의,김경수,1심,대국민,의원들,대법원,삼권분립,로스쿨,변호사,기자간담회,전문가들,관련자들,지지층,더불어민주당,경남지사,전문가,자신들,변호인,관련자,법치주의,판결문,재판부"	더불어민주당이 19일 국회에서 로스쿨 교수와 변호사 등 외부 전문가를 내세워 김경수 경남지사의 실형 선고와 법정 구속을 비판하는 기자간담회를 가졌다. 이어 저녁에는 대국민 토크쇼까지 개최했다. 정당이 주최해 공식적으로 재판부의 판결 내용을 부정하는 행사를 가진 건 대단히 이례적이다. 결론부터 말하자면 이는 지극히 정치적인 의도를 가진 행사로 민주주의의 ..	http://news.kmib.co.kr/article/view.asp?arcid=0924062787&code=11171111	
01100801.20190220031946001	20190220	조선일보		"[사설] 민주당 '김경수 판결 불복' 회견, 이성을 잃었다"	미분류						"김,김 지사,드루킹,김경수"		"민주당,유튜브,경남도청,킹크랩"	"민주당,김경수,판결,불복,회견,이성,민주당,기자간담회,김경수,경남지사,1심,판결문,결과,채널,유튜브,생중계,판결,제기,재판,당사자,공개,법정,사람들,자유,증거,법률,토대,법리,의견,제시,이날,민주당,김경수,판결,반대,회견,판결문,실제,재판,개입,판결,불복,민주당,판결,판결,1심,재판부,물증,드루킹,조작,진술,지사,법정,구속,판결문,제대로,주장,재판부,드루킹,진술,신빙성,지엽적,객관,물증,뒷받침,진술,정황,배척,지사,무죄,핵심,킹크랩,댓글조작,프로그램,시연,승인,드루킹,진술,일관,진술,확인,킹크랩,로그,기록,접속기록,일치,진술,나중,객관,물증,진술,조작,재판부,지사,드루킹,시그널,보안,메신저,비밀,대화,정보,보고,공모,증거,지사,메시지,삭제,자체,메시지,확인,증거,민주당,메시지,확인,자동,삭제,입증,부족,메시지,메시지,얘기,민주당,킹크랩,시연,승인,제3,인물,증언,주장,시연,장소,지사,드루킹,2명,드루킹,2명,사람,증언,억지,민주당,지역,예산,장소,경남도청,세금,5조,지원,듯이,선심,지사,석방,운동,민주당,대표,법원,압력,지사,보석,허가,19일,사법,행정,남용,준비,판사,탄핵,협박,인터넷,2심,재판장,인신공격,재판장,교체,청원,이성"	"민주당,드루킹,판결문,킹크랩,김경수,재판부,1심,재판장,유튜브,제3,2명,기자간담회,5조,듯이"	민주당이 19일 기자간담회를 열어 김경수 경남지사 1심 판결문 분석 결과를 내놨다. 당 유튜브 채널로 생중계도 했다. 판결에 대한 문제 제기는 가급적 재판 당사자가 공개된 법정에서 하는 것이 옳지만 다른 사람들도 자유롭게 할 수 있다. 다만 어떤 경우든 증거와 법률을 토대로 법리에 대한 의견을 제시하는 것이어야 한다. 이날 민주당의 김경수 판결 반대 회..	http://news.chosun.com/site/data/html_dir/2019/02/19/2019021903200.html?utm_source=bigkinds&utm_medium=original&utm_campaign=news	
01500601.20190219063032001	20190219	매일신문	매일신문	[사설] 경남엔 돈 보따리 풀면서 경북 현안엔 등 돌린 민주당	정치>국회_정당	 정치>행정_자치					"문재인,김경수,이해찬"	"경북,부산,구미,창원,경남,대구경북"	"동해안,경북,민주당,자유한국당,더불어민주당,경남도청,지도부,한국갤럽,TK,경남,SK하이닉스,대구경북"	"경남,보따리,경북,현안,민주당,더불어민주당,경남도청,경남,창원,예산정책협의회,각종,보따리,착공,서부경남,KTX,조기,스마트,산업,단지,조성,사업,경남,숙원,예산,정책,지원,약속,경남,5조,90억,국비,확보,최선,민주당,지도부,직전,9월,정기국회,예산정책협의회,2월,회의,경남,구속,김경수,경남지사,여파,경기,침체,부산,경남,민심,이반,한국갤럽,12일,14일,진행,여론조사,민주당,자유한국당,부산,경남,지지율,29%,집권,문재인,대통령,동률,기록,경남,민심,대조적,민주당,경북,관심,대표,이해찬,민주당,취임,8월,대표,구미,최고위원회,회의,대구경북,특별관리지역,지원,약속,구체,행동,성과,실정,정부,탈원전,정책,경북,동해안,피해,SK하이닉스,반도체,특화,클러스터,구미,유치,대구경북,백방,노력,민주당,모습,내년,총선,염두,민주당,TK,배제,PK,선택,집중,전략,채택,대구경북,지방선거,민주당,지지,애정,기초단체장,민주당,소속,배출,광역,기초의회,민주당,입성,민주당,선택,민주당,해결,지역,현안,관심,노력,민주당,모습,부응,민주당,경남,관심,노력,10분,대구경북"	"민주당,경남,대구경북,경북,구미,클러스터,문재인,정기국회,경남지사,예산정책협의회,협의회,김경수,5조,부산,창원,이해찬,반도체"	"더불어민주당이 경남 창원 경남도청에서 예산정책협의회를 열고 각종 보따리를 풀었다. 서부경남KTX 조기 착공과 스마트산업단지 조성 등 경남 숙원 사업에 대한 예산 정책 지원을 약속했다. 경남의 올해 5조4천90억원 국비 확보에도 최선을 다하겠다고 했다. 
 
 민주당 지도부가 통상 9월 정기국회 직전 열던 예산정책협의회를 2월로 앞당기고, 첫 회의를 경남.."	https://news.imaeil.com/Editorial/2019021918051745281	
01100101.20190219201806001	20190219	경향신문		"[사설]민주당의 도 넘은 반(反)법치 행태, 집권여당 맞나"	사회>사건_사고	 정치>행정_자치	 정치>국회_정당				"박근혜,드루킹,김 지사,김경수,양승태,이해찬"		"민주당,집권당,태극기,더불어민주당,국회,사법부"	"민주당,법치,행태,집권여당,맞나,더불어민주당,국회,김경수,경남,지사,실형,선고,1심,판결문,결과,재판부,비판,의원들,율사,출신,주축,민주당,사법,농단,세력,적폐,청산,대책,특위,전문가,이날,외부,발제,방식,1심,재판부,드루킹,신빙성,진술,의존,증거,판결문,조목조목,반박,형사,소송법,대원칙,망각,판결,주장,외부,전문가,민주당,입장,가지,재판,불복,재판,사실상,부정,3권분립,헌법,가치,훼손,민주주의,근간,위험,행동,이해찬,대표,지사,20일,보석,신청,정상적,법원,판단,도정,차질,결정,상식,법관,판단,영향,발언,보석,신청,정상,기각,비정상적,몰상식,법원,재판,간섭,사법농단,보석,결정,2심,무죄,신뢰,사법불신,악순환,초래,판결,불만,1심,판결,불만,2심,3심,증거,법리,순리,3심,보통,시민들,민주당,법정,판결문,법관,인신공격,항소심,겁박,법치,파괴,일반,피고인,판결,마음,행동,그땐,여당,의원들,지사,유죄,판결,양승태,적폐세력,보복판결,재판부,매도,인신공격,박근혜,대통령,탄핵결정,중형선고,반발,태극기부대,하등,시민단체,집권당,결과,특정,재판,공격,선례,개탄,여당,행태,사법부,공격,위험,수위,정당,진영논리,정략적,접근,판결,폄훼,재판,정치판,집권당,대응,사법,적폐청산,대의,변질,사법개혁,동력,민주당,김경수,지지층,시민들"	"민주당,판결문,1심,재판부,김경수,3심,2심,대원칙,인신공격,집권당,의원들,사실상,시민들,피고인,전문가,사법부,진영,진영논리,3권분립"	더불어민주당이 19일 국회에서 김경수 경남지사에게 실형을 선고한 1심 판결문 분석 결과를 발표하고 재판부를 비판했다. 율사 출신 의원들이 주축이 된 민주당 ‘사법농단세력 및 적폐청산대책 특위’는 이날 외부 전문가가 발제하는 방식으로 “(1심 재판부가) 드루킹의 신빙성 없는 진술에만 의존했다” “직접 증거가 없다”며 판결문을 조목조목 반박했다. “형사소송..	http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201902192015015&code=990101	
02100701.20190219112131002	20190219	헤럴드경제	기자	[사설] 재정풀어 ‘김경수’ 구하겠다는 민주당 발상 옳지않다	정치>국회_정당	 정치>행정_자치		범죄>범죄일반>절도			"김,이,김경수,이해찬"	"김,남미,부산,남유럽,경남지역,경남"	"간담회,민주당,더불어민주당,지도부,경남도청,한국갤럽,사법부,경남,한국당"	"재정,김경수,민주당,발상,김경수,경남지사,더불어민주당,행보,민주당,지도부,경남지역,총출동,구속,지사,부각,도정,공백,적극,광역단체,형평성,제기,정도,대규모,선심,예산,지원,약속,지사,구속,부당성,강조,사법부,독립,저해,상황,국정,집권,여당,모습,창원,경남도청,18일,민주당,예산,정책,협의회,구속,김지사,노골적,구명,활동,자리,여당,예산정책협의회,9월,7개월,번째,경남,정략적,의도,참석자,면면,이해찬,대표,최고위원,당직자,30명,민주당,모습,현직,의원,17명,참석,지사,민주당,올인,의미,선물,보따리,경남,5조,국비,최선,지원,다짐,예비,조사,면제,남부,내륙,고속,철도,사업,조기,시행,약속,구속,지사,도정공백,민주당,생색,사법부,압박,이날,대표,경남지역,자리,현직,도지사,법정,구속,상상,재판부,비판,20일,지사,보석,신청,방침,정상적,법원,도정,차질,결정,상식,강도,19일,1심,판결,비판,판결문,판결문,간담회,민주당,경남,지역,정성,구속,지사,민주당,지지세,총선,결국,내년,겨냥,포석,조사,실제,한국갤럽,부산,경남지역,민주당,지지율,한국당,29%,정부,출범,지역,한국당,지지율,민주당,모양,정부,예산,지역,민심,사법부,비판,2심,판결,공개적,압박,정략적,재정운용,결과,남미,남유럽,국가,사례"	"민주당,경남지역,경남,사법부,대규모,김경수,판결문,7개월,형평성,한국갤럽,5조,협의회,한국당,간담회,부당성,예산정책협의회"	김경수 경남지사를 구하기 위한 더불어민주당의 행보가 도를 넘은 듯하다. 민주당 지도부는 18일 경남지역에 총출동해 김 지사 구속에 따른 도정 공백 부각에 적극 나섰다. 그런가 하면 다른 광역단체와의 형평성 문제 가 제기될 정도의 대규모 선심성 예산 지원을 약속을 쏟아냈다. 나아가 김 지사 구속 부당성을 강조하며 사법부 독립을 저해하는 상황까지 벌어졌다...	http://biz.heraldcorp.com/view.php?ud=20190219000327	
01100801.20190219031950001	20190219	조선일보		[사설] 수조원 국민 세금 갖고 '김경수 구하기' 나선 민주당	정치>행정_자치	 정치>국회_정당					"김,드루킹,김 지사,유일한,김경수,이해찬,윤호중"	"부산,경남지역"	"민주당,경남도청,경남도,지도부,경남"	"세금,국민,김경수,민주당,민주당,경남도청,지역별,예산정책협의회,드루킹,대선,여론,조작,공모,혐의,판결,1심,유죄,김경수,경남지사,구명,활동,자리,민주당,관계자,목적,이해찬,대표,예산정책협의회,회의,경남,지사,옥중,경남도정,공백,행정,뒷받침,역할,윤호중,사무총장,지사,도정,복귀,경남,제조업,위기,유일한,생각,경남,지사,4월,드루킹,댓글,조작,공모,의혹,6월,지방선거,불출마,검토,지도부,만류,출마,선회,지사,발생,예감,민주당,당리당략,생각,도정,공백,일차,원인,민주당,수사,지사,출마,강요,경남도민,국민,사과,입장,증거,바탕,판결,재판부,성토,2심,재판부,정치적,압박,경남도,민주당,추진,예산,각종,사업,열거,5조,지원,민주당,5조,문재인,정부,비난,4대강,예산,4분,규모,시도,경남도,정부,얼마,얼마,예비,사업,면제,대상,부산,경남지역,4개,사업,8조,28%,국민,세금,세금,대통령,측근,언론,비판,지역민들,계산,나라,재정,큰일"	"민주당,경남,드루킹,5조,재판부,경남도,김경수,불출마,경남도청,예산정책협의회,협의회,유일한,1심,8조,지역민들,뒷받침,이해찬,지도부,윤호중,지방선거,2심"	"민주당이 18일 경남도청에서 가진 지역별 첫 예산정책협의회는 드루킹 대선 여론 조작 공모 혐의로 1심 유죄 판결을 받은 김경수 경남지사의 구명 활동을 위한 자리였다. 민주당 관계자들이 그게 목적이라고 숨김 없이 밝혔다. 이해찬 대표는 ""예산정책협의회 첫 회의를 경남으로 잡은 것은 김 지사가 옥중에서 경남도정 공백을 우려한다는 것을 듣고 우리 당이 행정을.."	http://news.chosun.com/site/data/html_dir/2019/02/18/2019021802977.html?utm_source=bigkinds&utm_medium=original&utm_campaign=news	
01500601.20190206063101003	20190206	매일신문	매일신문	"[사설] 민주당, 김경수 비호하려고 설 민심까지 왜곡해서야"	정치>국회_정당						"김,윤,김경협,김경수,강훈식,윤호중"		"경남지사,민주당,집권당,더불어민주당,국회,사법부"	"민주당,김경수,비호,민심,왜곡,사무총장,더불어민주당,윤호중,구속,6일,법정,판결,김경수,경남지사,비판,여론,사무총장,발언,국회,민심,명절,전달,기자간담회,자리,집권당,사무총장,민심,청취,사실,얘기,사무총장,판결,지사,사법개혁,제대로,입장,민심,사법부,사법개혁,국민들,사법부,압박,의견,국민,동원,사법부,자신들,민심,자리,김경협,사무,부총장,사법,농단,민주당,대응,미온적,질책,강훈식,전략,기획,위원장,현직,도지사,법정,구속,사례,어르신들,이야기,민심,제대로,당리당략,차원,집권,세력,유리,입장,여론조사,조사,4일,리얼미터,판결,지사,결정,긍정,평가,46.3%,결정,부정,평가,36.4%,여론조사,법조계,지식층,성명,반응,긍정,평가,집권,세력,지사,비호,여론,왜곡,민심,청취,부족,지지,세력,국민,호도,어이,지사,존재,국정,책임,방기,논리,상식,행동,집권,세력,속내"	"사무총장,사법부,김경수,여론조사,제대로,사법개혁,강훈식,김경협,민주당,리얼미터,경남지사,윤호중,더불어민주당,위원장,지식층,부총장,어르신들,도지사,법조계,기자간담회,당리당략,집권당,국민들,자신들"	"더불어민주당 윤호중 사무총장은 6일 ""법정 구속된 김경수 경남지사 판결에 대해 비판 여론이 아주 높았다""고 했다. 윤 사무총장의 발언은 국회에서 설 명절 민심을 전달하는 기자간담회 자리에서 나왔다. 집권당의 사무총장이란 분이 도대체 설 민심을 어디에서 청취했기에 사실과 다른 얘기를 버젓이 하고 있는지 모르겠다. 
 
 윤 사무총장은 '김 지사 판결은 사.."	https://news.imaeil.com/Editorial/2019020617584793783	
01100201.20190201040235001	20190201	국민일보		"[사설] 민주당, 사법 불신 키우는 ‘재판 불복’ 당장 중단하라"	사회>사건_사고	 정치>행정_자치	 사회>미디어				"박근혜,드루킹,홍영표,김경수,양승태,김기춘,박주민"		"서울고등법원,민주당,청와대,대책위원회,헌법재판소,국가정보원,더불어민주당,사법부,적폐청산"	"민주당,사법,불신,재판,불복,당장,중단,드루킹,댓글,조작,사건,실형,선고,법정,구속,김경수,경남지사,1심,판결,더불어민주당,격앙,반응,여과,홍영표,원내대표,31일,공식,회의,사법,농단,실체,사법부,요직,장악,사단,양승태,적폐,조직,저항,불순,동기,정치,이익,정부,민주당,판결,판결,사법,농단,세력,적폐청산,대책,위원회,차원,대응,대책위,위원장,임명,박주민,최고위원,언론,인터뷰,재판,부장판사,양승태,비서실,2년,근무,사법,농단,사건,검찰,조사,거론,항소심,서울고등법원,판사들,절대,다수,사법농단,판사들,걱정,판결,불만,민주당,반응,재판부,명예,훼손,사법부,독립,무책임,위험,발언,보복,판결,주장,납득,근거,제시,재판부,성향,연기,선고,기일,이례적,중형,판결,거론,재판,불복,근거,부족,부장판사,7월,박근혜,대통령,국가정보원,특수활동비,수수,사건,1심,공천,개입,사건,1심,징역,6년,징역,2년,선고,2016년,국정농단,사건,연루,김기춘,청와대,비서실장,인사들,여권,구속영장,발부,용기,판결,결정,환영,자신들,불리,판결,적폐,판사,딱지,자신들,유리,판결,판결,대통령,헌법재판소,탄핵,결정,사법부,중형,선고,반발,추종세력,하등,민주당,재판,정치판,당장,중단,여권,핵심,인사,댓글,조작,관여,판결,만큼,사과,자중,도리,재판,증거,법리,무죄,재판,불복,재판부,공격,사법,불신,조장,집권,여당,무책임,태도,대응,자신들,추진,사법,개혁,도움"	"사법농단,민주당,재판부,사법부,1심,무책임,자신들,양승태,부장판사,판사들,적폐청산,국가정보원,드루킹,박주민,최고위원"	드루킹 댓글 조작 사건과 관련해 실형을 선고받고 법정 구속된 김경수 경남지사에 대한 1심 판결을 놓고 더불어민주당이 격앙된 반응을 여과 없이 쏟아내고 있다. 홍영표 원내대표는 31일 당 공식 회의에서 “사법농단 실체가 드러나자 여전히 사법부 요직을 장악하고 있는 양승태 적폐 사단이 조직적 저항을 벌이고 있다” “불순한 동기와 정치적 이익을 위해 이 정부..	http://news.kmib.co.kr/article/view.asp?arcid=0924060137&code=11171111	
